Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment
50.49369,24,Male,None,High,Immediate
51.48691,79,Female,None,High,Immediate
52.41626,78,Female,None,High,Immediate
52.41626,34,Male,None,Medium,Immediate
52.55869,90,Female,None,High,Immediate
52.86556,43,Female,None,Medium,Immediate
53.98643,27,Male,None,Medium,Immediate
53.98643,94,Male,None,High,Immediate
53.98643,36,Female,None,Low,Immediate
54.7171,25,Female,None,Low,Immediate
54.7171,20,Female,None,Medium,Immediate
54.7171,66,Female,None,High,Immediate
54.7171,61,Male,None,Low,Immediate
55.19423,29,Female,None,Medium,Immediate
55.53539,21,Male,None,High,Immediate
56.13853,76,Male,None,High,Immediate
56.13853,79,Female,None,Medium,Immediate
56.74719,60,Female,None,High,Immediate
56.74719,52,Male,None,Low,Immediate
56.74719,23,Female,None,Medium,Immediate
57.7119,80,Male,None,High,Immediate
58.26257,21,Female,None,Medium,Immediate
58.39411,32,Male,None,High,Immediate
58.52678,52,Female,WheelChair,Low,Immediate
59.11794,30,Female,None,Low,Immediate
59.11794,28,Male,None,Low,Immediate
59.52522,87,Female,None,High,Immediate
60.22515,93,Female,None,High,Immediate
60.35893,95,Male,None,High,Immediate
60.93608,35,Male,None,Medium,Immediate
61.51298,30,Male,None,Medium,Immediate
62.13237,53,Female,None,High,Immediate
62.46197,96,Female,None,High,Immediate
63.12491,62,Female,None,High,Immediate
63.29865,78,Female,None,High,Immediate
63.46066,54,Male,None,High,Immediate
63.78008,38,Female,None,Medium,Immediate
64.08894,48,Female,None,High,Immediate
64.53889,93,Female,None,Medium,Immediate
64.81779,47,Male,None,Medium,Immediate
65.41689,50,Male,None,High,Immediate
65.69967,55,Female,None,Medium,Immediate
66.02224,59,Female,None,High,Immediate
66.48136,51,Female,None,Low,Immediate
66.62434,60,Female,None,Low,Immediate
66.77606,85,Female,None,Low,Immediate
67.06798,30,Female,None,Medium,Immediate
67.22097,39,Male,None,High,Immediate
67.83661,23,Female,None,High,Immediate
68.28064,71,Male,None,High,Immediate
68.28064,35,Male,None,Low,Immediate
68.71828,56,Female,None,Low,Immediate
69.00246,60,Male,WheelChair,Medium,Immediate
69.00246,92,Female,None,Low,Immediate
69.00246,89,Female,None,Medium,Immediate
69.15349,32,Male,None,Low,Immediate
70.1742,90,Male,None,High,Immediate
70.31079,61,Female,None,High,Immediate
70.59177,51,Male,None,Low,Immediate
70.88396,23,Male,None,High,Immediate
71.03182,62,Female,None,Medium,Immediate
71.49532,89,Male,None,Low,Immediate
71.64223,26,Female,None,High,Immediate
71.7966,76,Female,WheelChair,Medium,Immediate
72.23962,66,Male,None,Low,Immediate
72.37885,26,Female,None,High,Immediate
72.37885,44,Male,None,Low,Immediate
73.10848,94,Male,None,Medium,Immediate
73.54066,33,Male,None,Low,Immediate
73.81789,75,Male,None,High,Immediate
74.11865,72,Male,None,Medium,Immediate
74.11865,48,Male,None,Medium,Immediate
74.5673,33,Male,None,High,Immediate
74.85352,81,Male,None,High,Immediate
74.85352,69,Female,None,Medium,Immediate
75.28405,57,Male,WakingStick,Medium,Immediate
75.42815,57,Female,None,Low,Immediate
76.03973,51,Female,None,Low,Immediate
76.62536,95,Female,None,High,Immediate
76.76624,65,Male,None,Medium,Immediate
77.19453,30,Female,None,Low,Immediate
77.8673,85,Female,None,Low,Immediate
77.99807,49,Male,None,High,Immediate
78.13387,83,Male,None,High,Immediate
78.41597,40,Female,None,High,Immediate
78.6966,40,Male,None,High,Immediate
79.10902,33,Male,None,High,Immediate
79.2519,53,Male,None,High,Immediate
80.25666,88,Male,None,Low,Immediate
80.72618,90,Female,None,Low,Immediate
81.30982,48,Female,None,Medium,Immediate
81.87494,63,Male,None,High,Immediate
82.01728,64,Female,None,High,Immediate
82.3019,38,Female,None,High,Immediate
82.3019,73,Female,None,Low,Immediate
82.8718,90,Male,None,Low,Immediate
82.8718,24,Male,None,Low,Immediate
83.44089,37,Female,None,Medium,Immediate
83.88446,22,Male,None,Medium,Immediate
84.45564,87,Male,None,Medium,Immediate
84.59695,88,Female,None,High,Immediate
84.87767,94,Female,None,High,Immediate
85.29772,82,Female,WakingStick,High,Immediate
85.29772,63,Female,None,High,Immediate
85.71974,24,Male,None,High,Immediate
86.57321,35,Female,None,Medium,Immediate
86.99809,77,Female,None,High,Immediate
87.42728,46,Female,None,Low,Immediate
87.57872,63,Female,None,Medium,Immediate
87.57872,78,Female,None,Medium,Immediate
87.71699,90,Female,None,Medium,Immediate
87.71699,70,Male,WakingStick,Medium,Immediate
88.16348,36,Female,None,Medium,Immediate
88.31258,60,Female,None,Low,Immediate
88.31258,76,Male,None,Medium,Immediate
88.31258,87,Male,None,Medium,Immediate
89.0351,42,Male,None,High,Immediate
89.1727,97,Male,None,High,Immediate
89.61961,69,Female,None,Medium,Immediate
89.61961,54,Male,None,Low,Immediate
89.96455,60,Female,None,High,Immediate
90.45095,40,Male,None,Medium,Immediate
90.60445,55,Male,None,High,Immediate
91.03487,91,Female,None,Medium,Immediate
91.31923,66,Female,None,Low,Immediate
91.5993,76,Female,None,Medium,Immediate
91.8964,50,Female,None,High,Immediate
92.34219,53,Male,None,Medium,Immediate
92.34219,58,Male,None,Low,Immediate
92.7584,95,Male,None,Medium,Immediate
92.7584,69,Male,None,High,Immediate
92.7584,38,Female,None,Medium,Immediate
93.04241,26,Male,None,High,Immediate
93.19099,79,Male,None,Medium,Immediate
93.6181,90,Female,None,Medium,Immediate
93.75305,32,Female,WakingStick,High,Immediate
94.32701,41,Male,None,High,Immediate
94.58961,66,Male,None,Medium,Immediate
94.87503,78,Female,None,Low,Immediate
95.01433,61,Female,None,Low,Immediate
95.43263,72,Male,None,Medium,Immediate
95.57307,85,Male,None,High,Immediate
95.71743,21,Male,None,High,Immediate
95.85912,93,Female,None,Medium,Immediate
96.14207,38,Male,None,High,Immediate
96.2835,88,Female,None,High,Immediate
96.43826,64,Male,None,High,Immediate
96.58128,42,Female,None,High,Immediate
96.87814,44,Male,None,High,Immediate
96.87814,65,Female,None,Medium,Immediate
97.01962,32,Male,None,Medium,Immediate
97.30206,81,Male,None,Low,Immediate
97.30206,53,Male,None,Medium,Immediate
97.59653,26,Female,None,High,Immediate
97.87682,24,Female,None,Low,Immediate
98.16218,23,Female,None,High,Immediate
98.30325,73,Male,None,Medium,Immediate
98.59515,42,Male,None,High,Immediate
98.73254,87,Female,None,High,Immediate
98.73254,71,Female,None,High,Immediate
99.15692,78,Female,None,Low,Lagging
99.44044,82,Male,None,Medium,Immediate
99.91764,60,Male,None,Medium,Immediate
100.2496,51,Male,None,Medium,Immediate
100.569,75,Male,None,Medium,Immediate
100.569,40,Female,None,High,Immediate
100.8659,29,Female,None,Medium,Immediate
101.0147,23,Female,None,Low,Immediate
101.436,71,Male,None,Medium,Immediate
101.6036,42,Male,None,Low,Immediate
101.7809,23,Female,None,Medium,Lagging
101.7809,84,Male,None,Medium,Immediate
102.6849,85,Male,None,Low,Immediate
102.6849,73,Male,None,Medium,Immediate
102.6849,92,Male,None,Medium,Immediate
102.8669,87,Female,None,High,Immediate
103.0565,72,Female,None,Low,Immediate
103.4732,38,Female,None,Low,Immediate
103.4732,90,Male,None,Medium,Immediate
103.6905,69,Male,None,High,Immediate
103.6905,83,Female,None,High,Immediate
104.1056,39,Male,None,Medium,Immediate
104.3184,83,Female,None,Medium,Immediate
104.949,68,Male,None,High,Immediate
105.1599,56,Female,None,High,Immediate
105.1599,88,Male,None,High,Lagging
105.1599,96,Male,None,Low,Immediate
105.5843,54,Female,WakingStick,High,Immediate
105.5843,75,Female,None,High,Lagging
105.8325,40,Female,None,High,Immediate
105.8325,41,Male,None,High,Lagging
106.3602,29,Female,None,Medium,Lagging
106.3602,89,Male,None,High,Immediate
106.6323,93,Male,None,High,Lagging
106.9226,52,Male,None,Medium,Immediate
106.9226,47,Female,None,Medium,Lagging
107.2252,39,Male,None,High,Immediate
107.5274,20,Female,None,Low,Immediate
107.5274,81,Female,None,Low,Immediate
107.8526,35,Male,None,High,Immediate
107.8526,48,Male,None,Low,Immediate
107.8526,83,Female,None,Medium,Immediate
108.4763,84,Female,None,Low,Immediate
108.7794,44,Female,None,High,Immediate
109.1787,25,Male,None,Low,Immediate
109.1787,81,Female,None,Low,Immediate
109.7477,45,Male,None,Low,Immediate
110.4308,80,Female,None,Low,Immediate
110.4308,29,Male,None,High,Lagging
110.4308,66,Female,None,Medium,Immediate
111.2145,68,Male,None,Low,Lagging
111.2145,80,Male,None,Medium,Immediate
111.2145,71,Male,None,Medium,Immediate
111.2145,68,Male,None,Medium,Immediate
111.2145,48,Female,None,High,Immediate
112.0991,90,Male,None,High,Immediate
112.0991,58,Male,None,Medium,Immediate
112.0991,99,Male,None,Medium,Immediate
112.0991,54,Female,None,Low,Immediate
113.0618,35,Male,None,Low,Lagging
113.0618,49,Male,None,Low,Immediate
113.0618,70,Male,None,Medium,Immediate
113.0618,68,Male,WheelChair,Medium,Immediate
113.0618,50,Female,None,Low,Immediate
113.0618,38,Male,None,Medium,Immediate
113.0618,38,Female,None,High,Immediate
114.1062,59,Male,None,High,Immediate
114.1062,71,Male,None,High,Immediate
114.1062,80,Female,None,High,Immediate
114.1062,58,Male,None,Low,Immediate
114.1062,34,Male,None,High,Lagging
114.1062,81,Male,None,Medium,Immediate
115.2306,55,Male,None,Low,Immediate
115.2306,59,Male,None,Medium,Immediate
115.2306,89,Female,None,Low,Immediate
115.2306,24,Male,None,Low,Immediate
115.2306,31,Female,None,Medium,Lagging
116.4223,60,Male,None,Medium,Immediate
116.4223,31,Female,None,Medium,Immediate
116.4223,20,Female,WakingStick,Medium,Immediate
116.4223,34,Female,None,Medium,Immediate
116.4223,29,Female,None,Medium,Immediate
117.6989,74,Male,None,High,Immediate
117.6989,76,Female,WheelChair,Low,Immediate
117.6989,81,Female,None,Medium,Immediate
117.6989,48,Female,None,Medium,Immediate
117.6989,40,Male,None,Medium,Immediate
117.6989,44,Female,None,High,Immediate
117.6989,70,Female,None,High,Immediate
117.6989,56,Male,None,Low,Immediate
117.6989,42,Female,None,High,Immediate
118.8907,36,Male,None,High,Immediate
118.8907,87,Male,None,High,Immediate
118.8907,70,Male,None,High,Immediate
118.8907,33,Male,None,High,Immediate
120.0415,21,Female,None,Low,Immediate
120.0415,32,Female,None,Medium,Immediate
120.0415,87,Male,None,Low,Immediate
120.0415,83,Male,None,Medium,Lagging
120.0415,84,Female,None,Medium,Immediate
121.1338,92,Male,WheelChair,High,Immediate
121.1338,36,Female,None,Low,Immediate
121.1338,99,Male,None,High,Immediate
121.1338,24,Male,None,Low,Lagging
121.1338,40,Male,None,High,Lagging
121.1338,29,Male,None,High,Immediate
122.2215,40,Male,None,High,Lagging
122.2215,89,Male,None,Medium,Immediate
122.2215,22,Male,None,High,Lagging
122.2215,68,Female,None,Low,Immediate
122.2215,37,Female,None,Low,Immediate
123.2964,43,Female,None,Medium,Immediate
123.2964,25,Female,None,Low,Immediate
123.2964,59,Male,None,Medium,Immediate
124.3405,33,Male,None,Low,Immediate
124.3405,96,Male,None,High,Immediate
124.3405,52,Female,None,Medium,Immediate
124.3405,49,Male,None,High,Lagging
124.3405,81,Female,None,Low,Immediate
124.3405,87,Female,None,Low,Immediate
125.3498,58,Female,None,High,Immediate
125.3498,65,Female,None,Low,Immediate
125.3498,54,Female,None,High,Lagging
125.3498,37,Female,None,High,Immediate
126.3214,59,Female,None,Medium,Immediate
126.3214,91,Male,None,Low,Immediate
126.3214,85,Female,None,High,Lagging
126.3214,32,Male,None,High,Immediate
127.2377,31,Female,None,Medium,Immediate
127.2377,85,Male,None,Low,Immediate
127.2377,51,Male,None,Low,Lagging
127.2377,78,Male,None,High,Immediate
127.2377,24,Male,None,High,Immediate
127.2377,20,Female,None,Low,Immediate
128.1241,96,Male,None,High,Immediate
128.1241,67,Male,None,Medium,Lagging
128.1241,88,Male,WheelChair,High,Immediate
128.1241,29,Female,None,Low,Immediate
128.1241,34,Male,None,Medium,Lagging
128.1241,28,Female,None,Medium,Lagging
129.0115,37,Female,None,Medium,Immediate
129.0115,20,Female,None,Low,Lagging
129.0115,62,Female,None,Medium,Immediate
129.8846,62,Male,None,High,Lagging
129.8846,73,Male,None,Medium,Immediate
130.7771,66,Male,None,Medium,Immediate
130.7771,48,Female,None,Low,Immediate
130.7771,55,Female,None,Low,Immediate
130.7771,23,Male,None,Low,Immediate
130.7771,52,Female,None,Medium,Immediate
130.7771,68,Female,None,High,Immediate
131.6218,93,Male,None,Medium,Immediate
131.6218,85,Male,None,High,Immediate
131.6218,88,Male,None,High,Immediate
131.6218,30,Male,None,Medium,Lagging
132.4562,48,Female,None,High,Immediate
132.4562,97,Female,None,High,Immediate
132.4562,35,Female,None,Medium,Lagging
133.3094,53,Female,None,High,Lagging
133.3094,79,Male,None,Medium,Lagging
133.3094,59,Male,None,Medium,Immediate
133.3094,45,Female,None,Medium,Immediate
133.3094,55,Male,None,High,Immediate
134.1747,21,Male,None,Medium,Lagging
134.1747,81,Female,None,Low,Immediate
134.1747,57,Female,None,Medium,Lagging
134.1747,98,Male,None,High,Immediate
134.1747,31,Male,None,High,Immediate
134.1747,30,Male,None,Medium,Lagging
134.1747,23,Male,None,Low,Immediate
135.0011,23,Male,None,Low,Immediate
135.0011,84,Male,None,High,Lagging
135.0011,47,Male,None,Low,Lagging
135.0011,40,Male,None,High,Immediate
135.0011,33,Female,None,Medium,Immediate
135.7891,59,Male,WheelChair,High,Immediate
135.7891,62,Male,None,Medium,Immediate
135.7891,60,Female,None,Low,Immediate
135.7891,86,Female,None,Low,Immediate
135.7891,79,Male,None,Low,Immediate
135.7891,92,Female,None,Low,Immediate
135.7891,46,Female,None,High,Lagging
135.7891,75,Female,None,Medium,Immediate
136.5761,51,Female,None,Low,Immediate
136.5761,44,Male,None,High,Immediate
136.5761,50,Male,None,High,Lagging
136.5761,21,Male,None,Low,Immediate
137.3826,56,Male,None,High,Immediate
137.3826,66,Female,None,High,Immediate
138.1804,64,Male,None,Low,Immediate
138.1804,68,Female,None,High,Immediate
138.1804,43,Male,WheelChair,High,Lagging
138.1804,56,Male,None,Medium,Immediate
138.1804,22,Female,None,Low,Lagging
138.9643,51,Male,None,Low,Immediate
138.9643,93,Female,None,Medium,Immediate
138.9643,38,Male,None,High,Immediate
138.9643,61,Male,None,High,Immediate
138.9643,89,Female,None,Low,Immediate
138.9643,47,Male,None,High,Immediate
138.9643,37,Male,None,High,Lagging
139.7944,45,Female,None,Low,Lagging
139.7944,55,Female,None,Medium,Lagging
139.7944,35,Male,None,Low,Immediate
139.7944,28,Female,None,Low,Lagging
140.5946,96,Male,None,Medium,Immediate
140.5946,72,Female,None,Medium,Lagging
140.5946,23,Female,None,Medium,Lagging
140.5946,52,Male,None,High,Immediate
140.5946,30,Male,WakingStick,Low,Immediate
140.5946,34,Female,None,Low,Immediate
141.362,47,Female,None,Medium,Lagging
141.362,40,Female,None,High,Lagging
141.362,67,Female,None,Medium,Immediate
141.362,85,Male,None,High,Immediate
142.1234,66,Female,WheelChair,High,Immediate
142.1234,30,Male,None,High,Immediate
142.1234,74,Female,None,Medium,Immediate
142.1234,70,Male,None,High,Lagging
142.1234,92,Male,None,Low,Immediate
142.8752,99,Male,None,High,Immediate
142.8752,34,Female,WheelChair,High,Immediate
142.8752,63,Female,None,Low,Immediate
142.8752,52,Male,None,Medium,Immediate
142.8752,20,Female,None,High,Lagging
143.6098,62,Male,None,High,Lagging
143.6098,39,Female,None,Medium,Lagging
143.6098,54,Male,None,High,Immediate
143.6098,33,Male,None,Medium,Immediate
143.6098,78,Male,None,Low,Lagging
144.3411,78,Male,None,Medium,Immediate
144.3411,86,Male,None,High,Lagging
144.3411,57,Female,None,Medium,Immediate
144.3411,49,Female,None,High,Lagging
145.0506,61,Male,None,Medium,Lagging
145.0506,47,Female,None,Low,Immediate
145.0506,24,Female,None,Medium,Immediate
145.0506,44,Male,None,Low,Immediate
145.0506,45,Female,None,Medium,Immediate
145.0506,61,Male,None,Low,Lagging
145.0506,64,Female,None,Low,Lagging
145.0506,24,Female,None,Low,Lagging
145.7693,47,Male,None,Low,Immediate
145.7693,24,Male,None,High,Lagging
145.7693,31,Male,None,Medium,Lagging
145.7693,38,Male,None,High,Immediate
145.7693,54,Female,None,High,Immediate
146.4809,53,Male,None,Medium,Immediate
146.4809,41,Male,None,High,Lagging
146.4809,32,Female,None,High,Immediate
147.1687,70,Female,None,Low,Lagging
147.1687,67,Male,None,Medium,Lagging
147.1687,75,Male,None,Low,Immediate
147.1687,70,Male,None,High,Immediate
147.1687,85,Female,None,High,Immediate
147.1687,28,Female,None,Medium,Lagging
147.1687,57,Female,None,Low,Lagging
147.841,25,Female,None,High,Immediate
147.841,74,Male,None,Medium,Immediate
147.841,60,Female,None,Low,Immediate
147.841,81,Female,None,High,Immediate
147.841,44,Female,None,High,Lagging
148.5134,26,Female,None,Medium,Immediate
148.5134,37,Male,None,High,Immediate
149.2,88,Male,None,Medium,Immediate
149.2,40,Male,None,Low,Lagging
149.2,82,Female,None,High,Immediate
149.2,43,Male,None,High,Immediate
149.2,71,Male,None,Medium,Immediate
149.2,82,Female,None,High,Lagging
150.522,34,Male,None,High,Lagging
150.522,78,Male,None,Medium,Immediate
150.522,24,Male,WakingStick,High,Lagging
150.522,42,Female,None,High,Immediate
150.522,84,Female,None,Medium,Immediate
151.1454,32,Female,None,High,Immediate
151.1454,28,Male,None,Low,Immediate
151.1454,70,Female,None,High,Immediate
151.1454,90,Female,None,Low,Immediate
151.7681,97,Female,None,High,Immediate
151.7681,62,Female,None,High,Lagging
151.7681,33,Female,None,Medium,Immediate
151.7681,27,Male,None,Medium,Lagging
151.7681,52,Male,None,Low,Lagging
151.7681,51,Female,None,Low,Lagging
151.7681,45,Female,None,Medium,Lagging
152.3937,74,Male,None,Medium,Lagging
152.3937,62,Female,None,Low,Lagging
153.0164,40,Female,None,Medium,Immediate
153.0164,59,Female,None,Medium,Lagging
153.0164,41,Female,None,Medium,Immediate
153.0164,83,Female,None,High,Lagging
153.6275,34,Female,None,Low,Lagging
153.6275,89,Female,None,Medium,Immediate
153.6275,46,Female,None,High,Immediate
153.6275,34,Male,None,High,Immediate
153.6275,61,Male,None,Low,Immediate
154.2443,79,Male,None,High,Immediate
154.2443,53,Male,None,Medium,Immediate
154.2443,86,Female,None,Low,Lagging
154.2443,95,Female,None,Medium,Lagging
154.8638,27,Male,None,Low,Lagging
154.8638,77,Female,None,Low,Immediate
154.8638,86,Female,None,High,Immediate
154.8638,94,Male,None,High,Immediate
154.8638,71,Male,None,Medium,Lagging
155.5126,29,Female,None,Medium,Lagging
155.5126,67,Female,None,Medium,Immediate
155.5126,46,Male,None,Low,Lagging
155.5126,66,Female,None,Medium,Lagging
156.1432,98,Male,None,High,Lagging
156.1432,31,Male,None,High,Lagging
156.1432,24,Male,None,Low,Immediate
156.7715,79,Male,None,Medium,Lagging
156.7715,42,Male,None,Medium,Immediate
156.7715,63,Female,None,Medium,Immediate
156.7715,43,Female,None,Medium,Immediate
156.7715,81,Male,None,Low,Immediate
156.7715,20,Male,None,Medium,Immediate
157.3839,63,Male,None,High,Lagging
157.3839,78,Male,None,Medium,Lagging
158.0115,89,Male,None,Low,Immediate
158.0115,46,Female,None,Low,Immediate
158.0115,43,Male,None,Low,Lagging
158.0115,42,Male,None,High,Immediate
158.6875,59,Male,None,High,Lagging
158.6875,47,Male,None,Low,Lagging
158.6875,86,Male,None,Medium,Lagging
158.6875,68,Female,None,Low,Immediate
158.6875,41,Male,None,Low,Immediate
159.355,85,Male,None,High,Immediate
159.355,80,Male,None,High,Lagging
159.355,69,Male,None,Low,Lagging
159.355,82,Female,None,Medium,Lagging
159.9998,66,Female,None,High,Immediate
159.9998,25,Male,None,Low,Immediate
159.9998,53,Male,None,Medium,Lagging
160.6206,31,Female,None,High,Lagging
160.6206,67,Male,None,Medium,Immediate
160.6206,20,Male,None,High,Lagging
160.6206,49,Male,None,High,Immediate
160.6206,93,Male,None,High,Lagging
161.2079,46,Female,None,High,Lagging
161.2079,26,Female,None,Medium,Immediate
161.2079,90,Male,None,Low,Immediate
161.2079,35,Male,None,High,Immediate
161.7716,71,Male,None,High,Lagging
161.7716,45,Female,None,Low,Immediate
161.7716,70,Female,None,Medium,Lagging
161.7716,61,Female,None,High,Lagging
162.3401,95,Female,None,High,Immediate
162.3401,37,Female,None,Medium,Immediate
162.3401,90,Male,None,Medium,Immediate
162.3401,59,Male,WheelChair,High,Immediate
162.9495,51,Male,None,High,Immediate
163.5352,51,Male,None,Low,Immediate
163.5352,83,Male,None,High,Lagging
163.5352,85,Female,None,Medium,Immediate
163.5352,82,Male,None,High,Lagging
164.1206,22,Female,None,Low,Immediate
164.1206,95,Male,None,Low,Immediate
164.1206,89,Male,None,Low,Immediate
164.6888,46,Male,None,Low,Lagging
164.6888,26,Male,None,Medium,Immediate
164.6888,94,Male,None,Low,Immediate
164.6888,61,Female,None,High,Lagging
165.2609,37,Female,None,High,Lagging
165.2609,66,Female,None,Low,Lagging
165.2609,88,Male,None,Medium,Immediate
165.2609,58,Male,None,Medium,Immediate
165.8049,37,Female,None,Low,Immediate
165.8049,68,Male,None,Medium,Immediate
165.8049,25,Female,None,Medium,Lagging
165.8049,32,Male,None,High,Immediate
166.3827,22,Male,None,Medium,Immediate
166.9482,82,Male,None,Medium,Lagging
166.9482,65,Female,None,Medium,Immediate
166.9482,85,Female,None,Low,Immediate
166.9482,38,Male,None,Low,Lagging
166.9482,41,Male,None,High,Lagging
167.5079,47,Male,None,Low,Immediate
167.5079,73,Male,None,High,Lagging
167.5079,66,Male,None,High,Immediate
168.072,62,Male,None,Low,Immediate
168.072,61,Male,None,High,Lagging
168.072,28,Male,None,Medium,Immediate
168.072,90,Female,None,High,Immediate
168.072,65,Female,None,Medium,Immediate
168.6502,73,Female,None,Low,Immediate
169.195,44,Male,None,High,Lagging
169.195,80,Male,WheelChair,High,Lagging
169.195,33,Male,None,Low,Lagging
169.7293,59,Female,None,Low,Immediate
169.7293,25,Male,None,Low,Immediate
169.7293,84,Male,None,Medium,Immediate
169.7293,75,Female,None,High,Lagging
169.7293,59,Male,None,Medium,Immediate
170.2958,89,Female,None,Low,Immediate
170.2958,72,Female,None,Low,Immediate
170.2958,60,Male,None,Low,Lagging
170.2958,21,Male,None,High,Lagging
170.8428,25,Male,None,Low,Immediate
170.8428,43,Male,None,High,Immediate
171.381,95,Female,None,Medium,Immediate
171.381,52,Male,None,Low,Lagging
171.381,42,Male,None,High,Lagging
171.381,92,Female,None,Medium,Lagging
171.381,28,Female,None,Low,Immediate
171.381,24,Female,None,Low,Immediate
171.8816,24,Female,None,Medium,Lagging
171.8816,83,Female,None,Medium,Immediate
171.8816,34,Male,WheelChair,High,Lagging
171.8816,61,Female,None,Low,Lagging
172.3667,64,Female,None,Medium,Lagging
172.3667,72,Male,None,Medium,Lagging
172.8728,38,Male,None,High,Immediate
172.8728,28,Male,None,Low,Immediate
172.8728,31,Male,None,High,Immediate
173.4021,54,Male,None,Medium,Lagging
173.4021,50,Male,None,Medium,Immediate
173.4021,31,Female,None,High,Lagging
173.4021,24,Male,None,Medium,Immediate
173.4021,20,Male,None,Medium,Immediate
173.9263,41,Female,None,Medium,Lagging
174.4301,33,Male,None,Low,Immediate
174.4301,48,Male,None,Medium,Immediate
174.4301,41,Male,None,High,Lagging
174.9207,45,Male,None,Medium,Immediate
174.9207,28,Male,None,Medium,Lagging
175.4042,67,Female,None,Medium,Lagging
175.4042,58,Male,None,High,Lagging
175.8796,74,Male,None,Medium,Immediate
175.8796,72,Male,None,Medium,Immediate
175.8796,20,Male,None,Medium,Immediate
176.3292,61,Female,None,Medium,Immediate
176.3292,71,Female,None,Low,Lagging
176.3292,91,Female,None,Medium,Immediate
176.7973,23,Male,None,High,Lagging
176.7973,31,Male,None,Low,Immediate
176.7973,81,Male,None,Low,Lagging
176.7973,66,Female,None,Low,Lagging
176.7973,60,Male,None,Medium,Lagging
177.2708,55,Female,None,High,Lagging
177.7589,66,Male,None,High,Lagging
177.7589,88,Male,None,Medium,Lagging
177.7589,57,Female,None,Low,Lagging
177.7589,28,Female,None,Medium,Immediate
177.7589,50,Female,None,Low,Lagging
178.2355,58,Female,None,Medium,Immediate
178.2355,70,Male,None,Medium,Immediate
178.7145,71,Male,None,Medium,Immediate
178.7145,41,Male,None,Low,Lagging
179.6224,20,Female,None,Medium,Lagging
179.6224,49,Female,None,Medium,Immediate
179.6224,42,Male,None,Medium,Immediate
179.6224,85,Male,None,Low,Lagging
180.065,63,Male,None,Low,Immediate
180.065,61,Female,None,High,Lagging
180.5065,82,Male,None,High,Lagging
180.5065,40,Male,None,Low,Immediate
180.9399,92,Male,None,Medium,Immediate
180.9399,21,Male,None,Low,Immediate
180.9399,45,Male,None,Low,Immediate
181.3734,77,Male,None,Low,Lagging
181.3734,80,Male,None,High,Lagging
181.8187,67,Female,None,High,Immediate
181.8187,53,Female,None,Low,Immediate
182.2609,36,Male,None,High,Immediate
182.7189,41,Male,None,Medium,Immediate
182.7189,54,Female,None,High,Lagging
183.1792,96,Female,None,High,Lagging
183.1792,61,Female,None,Low,Lagging
183.1792,94,Female,None,Medium,Immediate
183.1792,66,Female,None,Low,Immediate
184.1674,61,Male,None,Low,Lagging
184.1674,23,Male,None,Low,Lagging
184.6631,59,Male,None,High,Immediate
184.6631,64,Male,WheelChair,Low,Immediate
184.6631,58,Male,None,Medium,Immediate
185.1446,43,Female,None,High,Lagging
185.6353,74,Male,None,Medium,Immediate
185.6353,76,Male,None,Medium,Lagging
186.1187,92,Female,None,Medium,Immediate
186.1187,33,Male,None,High,Lagging
186.1187,81,Male,None,High,Immediate
