Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
64.07591,50,Male,None,High,Lagging,0.7843137,0,0,0.8,130
64.10349,80,Female,None,Medium,Lagging,0.9372071,0,0,0.6,125
64.3365,36,Female,None,Low,Lagging,0.7194245,0,0,0.6,128
64.50356,25,Male,None,Medium,Lagging,0.6896551,0,0,0.6,126
64.73698,65,Female,None,Medium,Lagging,0.8354219,0,0,0.4,125
64.83456,40,Male,None,Low,Lagging,0.7547169,0,0,0.4,125
64.85149,95,Female,None,Low,Lagging,1.25,0,0,0.6,130
64.8687,44,Female,None,Low,Lagging,0.7806401,0,0,0.6,137
65.09364,39,Male,None,High,Lagging,0.7751938,0,0,0.8,128
65.21774,85,Female,None,Low,Immediate,0.9633911,0,0,0.4,129
65.41779,35,Male,None,Medium,Lagging,0.7407407,0,0,0.8,138
65.73455,94,Male,None,Low,Lagging,1.162791,0,0,0.8,124
66.27488,43,Male,None,Low,Lagging,0.7722008,0,0,0.6,131
66.3407,98,Female,None,Low,Lagging,1.587302,0,0,0.6,128
66.37517,45,Male,WheelChair,Low,Lagging,0.8547009,0,0,0.6,130
66.45758,86,Female,None,Low,Lagging,0.9803922,0,0,0.8,128
66.70842,73,Female,WheelChair,Medium,Lagging,0.9902952,0,0,0.8,127
66.88457,65,Male,None,High,Lagging,0.8333333,0,0,0.4,131
66.88457,69,Female,None,Low,Lagging,0.8605852,0,0,1,134
67.23557,50,Female,None,Medium,Lagging,0.7874016,0,0,0.4,128
67.2696,96,Male,None,High,Lagging,1.265823,0,0,0.4,132
67.28584,71,Male,None,Low,Immediate,0.877193,0,0,1,130
67.43535,30,Female,None,Medium,Lagging,0.7117438,0,0,0.4,130
67.79568,84,Female,None,Medium,Immediate,0.9587728,0,0,0.4,133
67.79568,91,Male,None,Medium,Lagging,1.123595,0,0,0.8,131
67.8276,91,Female,None,Medium,Lagging,1.086957,0,0,0.6,128
68.12601,88,Male,None,High,Lagging,1.030928,0,0,0.6,132
68.12601,64,Female,None,Low,Immediate,0.8368201,0,0,1,129
68.27702,62,Male,None,Medium,Lagging,0.8264462,0,0,0.8,133
68.37788,92,Male,None,High,Lagging,1.136364,0,0,0.6,130
68.39391,72,Male,None,Medium,Immediate,0.8849558,0,0,0.4,133
68.57745,72,Male,None,Low,Lagging,0.8849558,0,0,0.6,127
68.57745,36,Female,None,Low,Lagging,0.7194245,0,0,0.6,130
69.34618,35,Female,None,Medium,Lagging,0.723589,0,0,0.4,125
69.46384,94,Male,None,Medium,Lagging,1.162791,0,0,0.4,137
69.71279,80,Male,None,High,Lagging,0.952381,0,0,0.4,129
69.96786,44,Female,None,Low,Lagging,0.7806401,0,0,0.4,127
70.03437,97,Female,None,Medium,Lagging,1.470588,0,0,0.6,127
70.23426,96,Male,WakingStick,Medium,Lagging,1.489203,0,0,0.4,125
70.3175,79,Female,None,Low,Lagging,0.9328358,0,0,0.4,124
70.35058,61,Male,None,Low,Lagging,0.8196721,0,0,0.6,130
70.417,91,Male,None,Medium,Lagging,1.123595,0,0,0.4,131
70.4508,36,Male,None,Low,Lagging,0.7490637,0,0,0.4,126
70.71684,84,Male,None,Low,Lagging,0.990099,0,0,0.6,126
71.00883,23,Female,None,High,Lagging,0.691085,0,0,0.8,125
71.00883,76,Female,None,Low,Lagging,0.9149131,0,0,0.4,130
71.00883,36,Male,None,Medium,Lagging,0.7490637,0,0,0.4,127
71.00883,31,Male,None,Medium,Lagging,0.7220216,0,0,0.4,132
71.22294,78,Male,None,Low,Immediate,0.9345794,0,0,0.6,133
71.58969,29,Male,None,Low,Lagging,0.7194245,0,0,0.4,124
72.00951,55,Female,None,Low,Immediate,0.8,0,0,0.4,127
72.00951,64,Male,None,Medium,Immediate,0.8403361,0,0,1,132
72.00951,25,Female,None,Medium,Lagging,0.7017544,0,0,0.4,125
72.10617,77,Female,None,High,Lagging,0.9225093,0,0,0.6,130
72.2396,53,Male,None,High,Lagging,0.8032128,0,0,0.4,130
72.47218,50,Male,None,Low,Lagging,0.7843137,0,0,0.6,135
72.673,39,Female,None,High,Lagging,0.7407407,0,0,0.4,128
73.37671,96,Male,None,Low,Lagging,1.265823,0,0,0.6,131
73.50979,35,Female,None,Low,Lagging,0.723589,0,0,0.4,132
73.70948,95,Female,None,Medium,Immediate,1.25,0,0,0.4,136
74.76321,27,Female,None,Low,Immediate,0.7072136,0,0,0.4,127
74.76321,22,Male,None,Low,Lagging,0.6802721,0,0,0.6,130
74.76321,31,Male,WheelChair,Low,Lagging,0.8022463,0,0,1,129
74.76321,58,Male,None,Low,Lagging,0.8196721,0,0,0.4,131
74.76321,93,Male,None,High,Lagging,1.149425,0,0,0.4,126
74.76321,77,Female,None,Low,Immediate,0.9225093,0,0,0.6,134
74.76321,23,Female,None,Low,Lagging,0.691085,0,0,0.8,133
74.76321,61,Female,None,Medium,Immediate,0.8223684,0,0,0.4,131
74.76321,44,Female,WakingStick,High,Lagging,0.9184001,0,0,0.6,126
75.01617,92,Male,None,Low,Lagging,1.136364,0,0,0.6,133
75.01617,90,Female,None,High,Lagging,1.052632,0,0,0.6,129
75.01617,33,Male,None,Low,Lagging,0.7380074,0,0,0.6,125
75.01617,76,Male,None,Medium,Immediate,0.9174312,0,0,0.6,130
75.81821,33,Female,None,Low,Lagging,0.7204611,0,0,0.4,133
75.81821,70,Female,None,Medium,Lagging,0.8643043,0,0,0.4,131
75.81821,35,Female,None,Low,Lagging,0.723589,0,0,0.8,127
75.81821,29,Female,None,Low,Lagging,0.7168459,0,0,0.8,126
75.81821,84,Female,None,High,Lagging,0.9587728,0,0,0.4,134
75.81821,46,Male,None,Low,Immediate,0.7751938,0,0,0.6,129
75.81821,54,Female,None,Medium,Lagging,0.8084074,0,0,0.6,132
76.01775,50,Female,None,Medium,Lagging,0.7874016,0,0,0.4,124
76.01775,97,Female,None,Medium,Immediate,1.470588,0,0,0.8,125
76.01775,43,Female,None,Low,Lagging,0.7727975,0,0,0.8,136
76.12527,39,Male,None,Medium,Lagging,0.7751938,0,0,0.6,128
76.37567,52,Male,None,Medium,Lagging,0.7968128,0,0,0.4,134
76.45952,72,Male,None,Low,Immediate,0.8849558,0,0,0.6,129
76.45952,79,Female,None,Medium,Lagging,0.9328358,0,0,0.8,126
76.45952,64,Female,None,Low,Immediate,0.8368201,0,0,0.8,127
76.54353,94,Female,None,Medium,Lagging,1.176471,0,0,0.4,134
76.62711,28,Male,None,Low,Lagging,0.7117438,0,0,0.4,129
76.70953,92,Male,None,Low,Lagging,1.136364,0,0,0.4,131
76.70953,54,Male,None,Low,Lagging,0.8097166,0,0,0.6,130
76.70953,78,Male,None,Low,Immediate,0.9345794,0,0,0.8,130
77.93368,36,Female,None,Medium,Lagging,0.7194245,0,0,0.6,126
77.93368,59,Female,None,Low,Lagging,0.8223684,0,0,0.4,129
77.93368,30,Male,None,Low,Lagging,0.7142857,0,0,0.8,134
77.93368,48,Male,None,Low,Lagging,0.7874016,0,0,0.6,131
77.93368,37,Female,None,Medium,Lagging,0.7183908,0,0,0.6,131
77.93368,62,Male,None,Medium,Lagging,0.8264462,0,0,0.6,128
77.93368,41,Female,None,Low,Lagging,0.761035,0,0,0.4,133
77.93368,84,Female,None,High,Immediate,0.9587728,0,0,0.4,127
79.15203,22,Female,None,Low,Lagging,0.7042254,0,0,0.6,129
79.15203,38,Male,None,Medium,Lagging,0.7662836,0,0,0.6,131
79.15203,20,Male,None,Medium,Lagging,0.6666667,0,0,0.4,129
79.15203,65,Male,None,Medium,Lagging,0.8333333,0,0,0.4,123
79.39391,62,Female,WheelChair,Low,Lagging,0.915248,0,0,0.6,128
79.47631,43,Male,None,Low,Lagging,0.7722008,0,0,0.6,133
79.72564,97,Male,None,Low,Immediate,1.282051,0,0,0.4,132
80.06063,23,Male,None,Low,Lagging,0.6872852,0,0,0.6,126
81.15696,24,Female,None,Low,Immediate,0.7062147,0,0,0.4,131
81.15696,59,Female,WakingStick,Medium,Immediate,0.9674923,0,0,0.6,133
81.39819,60,Female,None,Medium,Lagging,0.8130081,0,0,0.8,127
82.39045,81,Female,None,Medium,Lagging,0.9433963,0,0,0.4,128
82.39045,97,Female,None,Low,Lagging,1.470588,0,0,0.6,122
82.57877,52,Male,WheelChair,Low,Immediate,0.8853475,0,0,0.6,134
83.6156,78,Male,None,Low,Lagging,0.9345794,0,0,0.4,135
83.6156,59,Male,None,High,Lagging,0.8264462,0,0,0.6,131
83.6156,90,Female,None,Low,Lagging,1.052632,0,0,0.6,131
83.82816,63,Female,None,Medium,Lagging,0.8319467,0,0,0.8,138
83.82816,53,Male,WakingStick,Medium,Lagging,0.9449564,0,0,0.6,124
83.82816,39,Male,None,High,Immediate,0.7751938,0,0,1,128
84.13826,31,Female,None,Low,Lagging,0.7107321,0,0,0.6,130
84.38789,49,Female,None,Low,Lagging,0.7905138,0,0,0.8,133
84.48592,92,Female,None,Medium,Lagging,1.123595,0,0,0.4,129
85.62971,67,Female,None,Low,Lagging,0.8474576,0,0,0.6,129
85.62971,90,Female,None,Medium,Lagging,1.052632,0,0,0.6,134
85.62971,81,Female,None,Medium,Lagging,0.9433963,0,0,0.4,131
86.18578,54,Female,None,High,Lagging,0.8084074,0,0,0.6,132
86.18578,70,Male,None,Low,Lagging,0.8695652,0,0,0.4,128
87.66737,53,Male,None,Low,Lagging,0.8032128,0,0,0.6,128
87.66737,53,Male,None,Medium,Lagging,0.8032128,0,0,0.6,133
87.66737,77,Female,None,Low,Lagging,0.9225093,0,0,1,128
88.24428,79,Male,None,Low,Lagging,0.9433963,0,0,0.6,124
88.49798,28,Female,None,Low,Lagging,0.7092199,0,0,0.6,126
89.64365,35,Male,None,Low,Lagging,0.7407407,0,0,0.8,126
89.64365,67,Male,None,High,Lagging,0.8474576,0,0,0.4,124
89.64365,24,Female,None,Low,Lagging,0.7062147,0,0,0.4,131
89.64365,73,Male,None,High,Lagging,0.8928571,0,0,0.4,130
90.86057,87,Male,WheelChair,Low,Lagging,1.133787,0,0,0.6,129
90.86057,67,Male,None,Medium,Lagging,0.8474576,0,0,0.6,135
92.00712,70,Male,None,Low,Lagging,0.8695652,0,0,0.4,134
92.00712,97,Male,None,Medium,Lagging,1.282051,0,0,0.6,134
92.00712,50,Female,WheelChair,High,Lagging,0.8748906,0,0,0.8,138
93.17264,78,Female,None,Low,Immediate,0.9276438,0,0,0.6,133
93.17264,71,Male,None,Low,Immediate,0.877193,0,0,0.8,132
93.17264,70,Male,None,Low,Lagging,0.8695652,0,0,0.6,132
93.17264,89,Male,None,Low,Lagging,1.041667,0,0,0.8,134
94.33125,32,Female,None,Low,Immediate,0.7158197,0,0,0.4,135
94.33125,60,Male,None,Low,Lagging,0.8130081,0,0,0.8,139
94.33125,64,Female,None,Low,Lagging,0.8368201,0,0,0.8,136
96.61765,73,Female,None,Low,Immediate,0.8912656,0,0,0.6,129
96.61765,96,Female,WheelChair,Medium,Lagging,1.54321,0,0,0.8,128
96.61765,79,Male,None,Medium,Lagging,0.9433963,0,0,0.4,128
96.61765,83,Male,None,Low,Lagging,0.9803922,0,0,1.2,131
97.74229,42,Female,None,Low,Lagging,0.7639419,0,0,0.6,128
97.74229,81,Female,None,Low,Lagging,0.9433963,0,0,0.6,131
100.0171,70,Male,None,Low,Lagging,0.8695652,0,0,0.8,136
101.1207,53,Female,None,Low,Lagging,0.8038585,0,0,0.6,132
101.1207,85,Female,WheelChair,Low,Lagging,1.070435,0,0,0.6,135
101.1207,85,Male,None,High,Lagging,1,0,0,0.6,128
101.1207,76,Female,None,Medium,Lagging,0.9149131,0,0,0.4,129
102.2722,84,Male,None,Low,Lagging,0.990099,0,0,0.4,126
102.2722,60,Female,None,Medium,Lagging,0.8130081,0,0,0.8,134
102.2722,77,Female,None,Low,Lagging,0.9225093,0,0,0.4,129
103.3884,55,Female,None,Low,Lagging,0.8,0,0,0.8,128
103.3884,67,Male,None,Low,Lagging,0.8474576,0,0,0.4,133
103.3884,55,Male,None,Low,Lagging,0.8,0,0,0.4,130
104.4877,62,Male,None,Low,Lagging,0.8264462,0,0,1,128
104.4877,83,Male,None,High,Immediate,0.9803922,0,0,1,126
105.5734,47,Female,None,Low,Lagging,0.78125,0,0,1,132
106.672,57,Male,None,Medium,Lagging,0.8130081,0,0,1,131
108.9365,24,Female,None,Low,Lagging,0.7062147,0,0,0.6,134
110.0468,58,Male,None,Low,Lagging,0.8196721,0,0,0.6,124
110.0468,67,Male,WakingStick,Low,Lagging,0.9970091,0,0,0.6,133
110.0468,98,Female,None,Medium,Lagging,1.587302,0,0,0.6,133
110.0468,51,Female,None,Low,Lagging,0.7936508,0,0,0.4,131
111.1387,67,Male,None,High,Lagging,0.8474576,0,0,0.4,127
111.1387,88,Female,None,Low,Lagging,1.01833,0,0,0.4,129
111.1387,98,Female,None,Medium,Lagging,1.587302,0,0,0.6,131
112.2332,36,Male,None,Medium,Lagging,0.7490637,0,0,0.6,127
114.444,97,Male,WheelChair,Low,Lagging,1.424502,0,0,0.8,135
114.444,54,Male,None,Low,Lagging,0.8097166,0,0,0.4,126
115.5396,95,Male,None,High,Lagging,1.25,0,0,0.4,127
116.6589,82,Male,None,Low,Lagging,0.9708738,0,0,0.8,131
116.6589,34,Male,None,Medium,Lagging,0.7462686,0,0,0.4,130
117.7818,20,Male,None,Low,Lagging,0.6666667,0,0,0.4,127
118.8836,97,Male,None,Low,Lagging,1.282051,0,0,0.6,127
118.8836,65,Female,WheelChair,Medium,Lagging,0.9282465,0,0,0.8,128
119.9585,65,Female,None,Low,Lagging,0.8354219,0,0,0.6,129
126.4311,76,Male,None,Low,Immediate,0.9174312,0,0,0.8,128
127.5035,82,Female,None,Low,Lagging,0.9487666,0,0,0.6,127
131.7994,68,Male,WheelChair,Low,Lagging,0.9496676,0,0,0.6,134
131.7994,35,Male,None,Low,Lagging,0.7407407,0,0,0.6,128
132.8853,56,Male,WheelChair,Low,Lagging,0.8960573,0,0,0.6,126
138.2928,85,Female,None,Low,Lagging,0.9633911,0,0,0.6,129
143.7051,41,Male,None,Low,Lagging,0.7604563,0,0,0.4,128
149.1632,39,Male,None,Low,Lagging,0.7751938,0,0,0.6,132
149.1632,82,Female,None,Low,Immediate,0.9487666,0,0,0.6,130
151.2984,65,Male,None,Low,Lagging,0.8333333,0,0,0.8,130
154.6109,97,Male,None,Low,Lagging,1.282051,0,0,0.6,128
157.8647,55,Male,WakingStick,Low,Lagging,0.9411765,0,0,0.4,127
158.9921,76,Male,None,Low,Lagging,0.9174312,0,0,0.4,137
163.271,72,Male,None,Low,Lagging,0.8849558,0,0,0.6,134
170.1446,87,Female,WakingStick,Low,Lagging,1.176471,0,0,0.8,132
186.1295,99,Female,WakingStick,Low,Lagging,2.10084,0,0,0.8,133
