Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
28.71949,81,Male,None,High,Immediate,0.9615385,0,0,0.9615385,71
29.63007,32,Male,None,High,Lagging,0.729927,0,0,0.729927,72
29.96177,60,Male,None,Medium,Lagging,0.8130081,0,0,0.8130081,74
30.2856,45,Female,None,Medium,Immediate,0.7722008,0,0,0.7722008,69
30.2856,21,Male,None,High,Immediate,0.6734006,0,0,0.6734006,67
30.2856,28,Female,None,High,Immediate,0.7092199,0,0,0.7092199,68
31.25035,53,Female,WheelChair,Low,Immediate,0.8931762,0,0,0.8931762,72
31.25035,49,Male,None,Low,Immediate,0.7936508,0,0,0.7936508,72
31.56615,29,Female,None,High,Lagging,0.7168459,0,0,0.7168459,75
31.87712,88,Male,None,Low,Lagging,1.030928,0,0,1.030928,72
32.44957,80,Male,None,High,Lagging,0.952381,0,0,0.952381,76
32.44957,50,Male,None,High,Lagging,0.7843137,0,0,0.7843137,67
32.72657,36,Female,None,High,Immediate,0.7194245,0,0,0.7194245,73
32.72657,45,Male,None,Medium,Lagging,0.7692308,0,0,0.7692308,76
33.36857,50,Male,None,Low,Lagging,0.7843137,0,0,0.7843137,71
33.66169,81,Male,None,High,Immediate,0.9615385,0,0,0.9615385,70
33.92491,28,Male,None,High,Lagging,0.7117438,0,0,0.7117438,66
34.56544,74,Female,None,Low,Immediate,0.90009,0,0,0.90009,73
34.56544,83,Female,None,Medium,Immediate,0.9541985,0,0,0.9541985,72
34.91442,57,Female,None,High,Immediate,0.8116883,0,0,0.8116883,70
34.91442,94,Male,None,Low,Lagging,1.162791,0,0,1.162791,71
34.91442,55,Male,None,High,Immediate,0.8,0,0,0.8,72
35.47063,90,Female,None,Low,Lagging,1.052632,0,0,1.052632,72
35.95913,30,Male,None,Medium,Immediate,0.7142857,0,0,0.7142857,72
36.44007,65,Female,None,Medium,Lagging,0.8354219,0,0,0.8354219,68
36.70324,36,Male,None,High,Immediate,0.7490637,0,0,0.7490637,69
36.96402,52,Male,None,High,Lagging,0.7968128,0,0,0.7968128,72
36.96402,55,Female,WakingStick,Low,Immediate,0.9411765,0,0,0.9411765,69
36.96402,80,Female,None,High,Lagging,0.9372071,0,0,0.9372071,73
37.52768,39,Male,None,High,Immediate,0.7751938,0,0,0.7751938,75
37.88459,91,Female,None,High,Immediate,1.086957,0,0,1.086957,68
37.88459,84,Male,WakingStick,High,Immediate,1.164822,0,0,1.164822,70
39.07872,68,Male,None,Medium,Lagging,0.8547009,0,0,0.8547009,74
40.29348,35,Female,None,High,Lagging,0.723589,0,0,0.723589,67
40.29348,53,Male,WheelChair,High,Immediate,0.8924587,0,0,0.8924587,74
40.54705,80,Male,None,Medium,Immediate,0.952381,0,0,0.952381,68
40.85937,91,Male,None,Medium,Immediate,1.123595,0,0,1.123595,73
40.85937,22,Male,None,Medium,Immediate,0.6802721,0,0,0.6802721,72
40.85937,25,Female,None,Low,Immediate,0.7017544,0,0,0.7017544,67
41.45337,94,Female,WakingStick,High,Immediate,1.384083,0,0,1.384083,71
41.72389,87,Female,None,Low,Lagging,1,0,0,1,69
41.98047,39,Female,None,Low,Lagging,0.7407407,0,0,0.7407407,67
43.11055,90,Male,WheelChair,High,Immediate,1.234568,0,0,1.234568,70
43.376,56,Female,None,Medium,Lagging,0.8064516,0,0,0.8064516,75
44.28146,85,Male,None,High,Lagging,1,0,0,1,71
44.5564,58,Female,None,Low,Immediate,0.8156607,0,0,0.8156607,73
44.82378,28,Female,None,High,Lagging,0.7092199,0,0,0.7092199,73
44.82378,25,Male,None,Medium,Immediate,0.6896551,0,0,0.6896551,68
45.07315,28,Female,WakingStick,High,Lagging,0.8343763,0,0,0.8343763,67
45.79723,85,Female,None,Low,Lagging,0.9633911,0,0,0.9633911,69
45.79723,78,Male,None,High,Lagging,0.9345794,0,0,0.9345794,72
46.73505,52,Male,None,High,Immediate,0.7968128,0,0,0.7968128,73
47.59744,81,Female,None,Medium,Immediate,0.9433963,0,0,0.9433963,70
47.90309,46,Female,None,High,Lagging,0.7794232,0,0,0.7794232,70
48.47753,43,Male,None,Medium,Lagging,0.7722008,0,0,0.7722008,74
48.95948,88,Female,None,High,Lagging,1.01833,0,0,1.01833,70
48.95948,63,Male,None,High,Lagging,0.8333333,0,0,0.8333333,67
48.95948,60,Male,None,Low,Immediate,0.8130081,0,0,0.8130081,67
49.47567,52,Female,None,High,Lagging,0.7980846,0,0,0.7980846,70
49.47567,79,Female,None,High,Lagging,0.9328358,0,0,0.9328358,74
49.97189,55,Male,None,High,Lagging,0.8,0,0,0.8,69
51.1622,85,Male,None,Low,Lagging,1,0,0,1,64
51.98769,50,Male,None,High,Lagging,0.7843137,0,0,0.7843137,70
52.30281,75,Female,None,Low,Immediate,0.9082652,0,0,0.9082652,73
52.57954,77,Female,None,High,Lagging,0.9225093,0,0,0.9225093,71
52.84384,44,Male,WakingStick,Low,Immediate,0.9155414,0,0,0.9155414,73
52.84384,27,Male,WheelChair,Medium,Lagging,0.7824726,0,0,0.7824726,69
52.84384,99,Male,None,High,Lagging,1.315789,0,0,1.315789,73
53.34391,20,Female,None,Medium,Lagging,0.6993007,0,0,0.6993007,70
53.63446,77,Male,None,High,Lagging,0.9259259,0,0,0.9259259,69
55.02843,97,Male,None,Low,Immediate,1.282051,0,0,1.282051,72
55.02843,45,Female,None,Low,Lagging,0.7722008,0,0,0.7722008,68
55.34916,30,Male,None,Low,Immediate,0.7142857,0,0,0.7142857,67
55.62126,87,Male,None,Low,Immediate,1.020408,0,0,1.020408,69
56.12127,79,Female,None,Low,Lagging,0.9328358,0,0,0.9328358,73
56.61784,70,Female,None,High,Lagging,0.8643043,0,0,0.8643043,75
56.87267,78,Female,None,Low,Lagging,0.9276438,0,0,0.9276438,73
57.10307,76,Male,None,Medium,Lagging,0.9174312,0,0,0.9174312,71
57.34674,97,Male,None,Low,Immediate,1.282051,0,0,1.282051,71
58.30376,43,Male,None,Medium,Lagging,0.7722008,0,0,0.7722008,69
58.48548,61,Female,None,High,Lagging,0.8223684,0,0,0.8223684,74
58.6627,70,Female,None,High,Immediate,0.8643043,0,0,0.8643043,70
58.6627,44,Male,None,Medium,Lagging,0.7782102,0,0,0.7782102,74
58.86898,58,Male,None,Low,Lagging,0.8196721,0,0,0.8196721,73
58.86898,72,Male,None,Low,Lagging,0.8849558,0,0,0.8849558,71
58.86898,32,Female,None,Low,Lagging,0.7158197,0,0,0.7158197,71
59.11943,49,Male,None,Low,Lagging,0.7936508,0,0,0.7936508,73
59.11943,95,Female,None,Medium,Immediate,1.25,0,0,1.25,68
59.11943,76,Male,None,High,Lagging,0.9174312,0,0,0.9174312,68
59.59902,33,Male,None,High,Lagging,0.7380074,0,0,0.7380074,68
59.59902,61,Male,None,Medium,Lagging,0.8196721,0,0,0.8196721,73
59.59902,66,Female,None,High,Lagging,0.8403361,0,0,0.8403361,75
59.59902,79,Male,None,Medium,Lagging,0.9433963,0,0,0.9433963,72
59.82959,75,Female,None,Medium,Lagging,0.9082652,0,0,0.9082652,71
60.30041,26,Female,WheelChair,High,Lagging,0.7824726,0,0,0.7824726,69
60.30041,67,Male,None,High,Lagging,0.8474576,0,0,0.8474576,68
60.57043,43,Male,None,Medium,Lagging,0.7722008,0,0,0.7722008,72
60.57043,50,Female,None,Low,Lagging,0.7874016,0,0,0.7874016,68
60.82965,51,Male,None,High,Lagging,0.7905138,0,0,0.7905138,75
60.82965,21,Female,None,Medium,Lagging,0.7012623,0,0,0.7012623,68
60.82965,77,Female,None,Medium,Lagging,0.9225093,0,0,0.9225093,74
61.07175,38,Male,WheelChair,High,Lagging,0.8514261,0,0,0.8514261,71
61.07175,97,Female,None,High,Lagging,1.470588,0,0,1.470588,72
61.29376,37,Male,None,High,Lagging,0.7575758,0,0,0.7575758,71
61.29376,20,Male,None,High,Lagging,0.6666667,0,0,0.6666667,68
61.72791,52,Male,None,High,Lagging,0.7968128,0,0,0.7968128,72
61.94139,61,Male,None,High,Lagging,0.8196721,0,0,0.8196721,71
62.38644,52,Male,None,Medium,Lagging,0.7968128,0,0,0.7968128,72
62.60882,37,Male,None,Low,Lagging,0.7575758,0,0,0.7575758,69
62.60882,34,Male,None,High,Lagging,0.7462686,0,0,0.7462686,70
63.51237,40,Female,None,High,Lagging,0.7621951,0,0,0.7621951,72
63.83065,70,Male,None,Low,Lagging,0.8695652,0,0,0.8695652,71
64.53881,61,Female,None,High,Lagging,0.8223684,0,0,0.8223684,73
65.06596,86,Male,None,Medium,Lagging,1.010101,0,0,1.010101,74
65.06596,86,Male,None,Medium,Lagging,1.010101,0,0,1.010101,68
65.06596,69,Female,None,Low,Lagging,0.8605852,0,0,0.8605852,71
65.58725,30,Male,None,Low,Lagging,0.7142857,0,0,0.7142857,71
65.80576,41,Male,None,High,Lagging,0.7604563,0,0,0.7604563,74
66.0071,66,Male,WheelChair,Low,Lagging,0.9337067,0,0,0.9337067,73
66.24429,82,Female,WakingStick,Medium,Immediate,1.116196,0,0,1.116196,73
66.24429,71,Male,None,High,Lagging,0.877193,0,0,0.877193,70
66.24429,69,Female,None,Low,Immediate,0.8605852,0,0,0.8605852,70
66.85189,85,Female,None,Medium,Lagging,0.9633911,0,0,0.9633911,70
67.02554,64,Male,None,Medium,Immediate,0.8403361,0,0,0.8403361,73
67.02554,71,Male,None,Medium,Immediate,0.877193,0,0,0.877193,72
67.02554,79,Female,None,Medium,Lagging,0.9328358,0,0,0.9328358,71
67.51336,23,Male,None,High,Lagging,0.6872852,0,0,0.6872852,67
67.8672,40,Female,None,High,Lagging,0.7621951,0,0,0.7621951,70
68.08257,86,Male,WheelChair,Low,Lagging,1.122334,0,0,1.122334,71
68.08257,65,Female,None,Low,Lagging,0.8354219,0,0,0.8354219,73
68.08257,90,Male,None,Low,Lagging,1.111111,0,0,1.111111,69
68.49945,43,Male,None,Medium,Lagging,0.7722008,0,0,0.7722008,71
68.69792,59,Female,WakingStick,Medium,Immediate,0.9674923,0,0,0.9674923,69
68.69792,91,Male,None,Medium,Lagging,1.123595,0,0,1.123595,67
69.00584,99,Male,WheelChair,Low,Immediate,1.461988,0,0,1.461988,70
69.19444,28,Female,None,Low,Immediate,0.7092199,0,0,0.7092199,72
69.19444,70,Male,None,Medium,Lagging,0.8695652,0,0,0.8695652,71
69.75484,73,Male,None,High,Lagging,0.8928571,0,0,0.8928571,72
69.75484,66,Male,None,High,Lagging,0.8403361,0,0,0.8403361,74
69.75484,33,Male,None,Low,Immediate,0.7380074,0,0,0.7380074,70
70.22185,40,Female,None,Low,Immediate,0.7621951,0,0,0.7621951,63
70.37941,37,Female,None,Medium,Lagging,0.7183908,0,0,0.7183908,67
70.83522,80,Male,None,Medium,Immediate,0.952381,0,0,0.952381,76
70.83522,87,Male,None,Medium,Lagging,1.020408,0,0,1.020408,72
71.31403,58,Female,None,Medium,Immediate,0.8156607,0,0,0.8156607,73
71.64342,72,Male,None,Low,Lagging,0.8849558,0,0,0.8849558,75
72.04043,98,Female,WheelChair,Low,Lagging,1.763669,0,0,1.763669,68
72.238,91,Male,None,Low,Lagging,1.123595,0,0,1.123595,74
72.238,33,Female,None,Medium,Lagging,0.7204611,0,0,0.7204611,70
72.238,46,Female,None,Medium,Lagging,0.7794232,0,0,0.7794232,72
72.63627,84,Female,None,Low,Lagging,0.9587728,0,0,0.9587728,71
72.97267,30,Female,None,Medium,Lagging,0.7117438,0,0,0.7117438,71
73.12407,87,Female,None,Low,Lagging,1,0,0,1,69
73.51987,37,Male,None,Low,Lagging,0.7575758,0,0,0.7575758,71
73.98718,76,Female,WakingStick,High,Lagging,1.076368,0,0,1.076368,73
73.98718,62,Female,None,High,Lagging,0.8237233,0,0,0.8237233,71
74.21874,45,Male,WheelChair,Medium,Lagging,0.8547009,0,0,0.8547009,69
74.21874,61,Male,None,Low,Lagging,0.8196721,0,0,0.8196721,72
74.38152,30,Male,WheelChair,Medium,Lagging,0.7936508,0,0,0.7936508,70
74.97005,56,Male,None,Low,Lagging,0.8064516,0,0,0.8064516,72
74.97005,74,Male,None,Low,Lagging,0.9009009,0,0,0.9009009,65
75.32829,36,Female,None,Medium,Lagging,0.7194245,0,0,0.7194245,71
75.49649,97,Male,None,High,Lagging,1.282051,0,0,1.282051,68
75.65918,50,Male,WakingStick,Medium,Lagging,0.922722,0,0,0.922722,72
75.65918,76,Female,None,Medium,Lagging,0.9149131,0,0,0.9149131,72
76.48884,98,Female,None,High,Immediate,1.587302,0,0,1.587302,74
76.92872,88,Female,None,Low,Lagging,1.01833,0,0,1.01833,71
77.09247,81,Female,None,Low,Lagging,0.9433963,0,0,0.9433963,70
77.30004,47,Male,None,High,Lagging,0.78125,0,0,0.78125,74
77.94834,83,Male,None,Low,Lagging,0.9803922,0,0,0.9803922,71
78.08151,39,Male,WheelChair,Low,Lagging,0.8613265,0,0,0.8613265,69
78.21417,62,Male,WheelChair,Low,Lagging,0.9182736,0,0,0.9182736,76
78.35181,29,Male,None,High,Lagging,0.7194245,0,0,0.7194245,67
78.99435,55,Male,WheelChair,Low,Immediate,0.8888889,0,0,0.8888889,71
79.15688,47,Male,None,High,Lagging,0.78125,0,0,0.78125,74
79.15688,92,Male,None,Low,Lagging,1.136364,0,0,1.136364,67
79.61093,88,Female,None,Medium,Immediate,1.01833,0,0,1.01833,72
79.61093,43,Female,None,Medium,Lagging,0.7727975,0,0,0.7727975,70
80.33588,47,Male,None,Low,Lagging,0.78125,0,0,0.78125,71
80.73789,50,Female,None,Low,Lagging,0.7874016,0,0,0.7874016,68
80.88746,32,Male,None,Low,Immediate,0.729927,0,0,0.729927,73
81.1573,53,Male,None,Low,Lagging,0.8032128,0,0,0.8032128,70
81.1573,65,Female,None,Low,Lagging,0.8354219,0,0,0.8354219,75
81.66571,45,Female,None,Low,Lagging,0.7722008,0,0,0.7722008,70
82.38067,65,Male,None,Low,Lagging,0.8333333,0,0,0.8333333,70
82.52847,57,Female,None,Low,Lagging,0.8116883,0,0,0.8116883,68
83.28516,44,Male,None,Low,Lagging,0.7782102,0,0,0.7782102,70
83.92265,42,Male,None,Low,Lagging,0.7662836,0,0,0.7662836,71
84.04237,58,Female,None,Low,Lagging,0.8156607,0,0,0.8156607,68
84.99615,69,Female,None,High,Lagging,0.8605852,0,0,0.8605852,66
85.52743,94,Male,None,Medium,Lagging,1.162791,0,0,1.162791,72
85.52743,89,Male,None,Medium,Lagging,1.041667,0,0,1.041667,70
86.14037,42,Male,None,High,Lagging,0.7662836,0,0,0.7662836,67
86.14037,87,Male,None,Medium,Lagging,1.020408,0,0,1.020408,71
86.2895,61,Male,None,Low,Lagging,0.8196721,0,0,0.8196721,67
86.93858,42,Male,None,Low,Lagging,0.7662836,0,0,0.7662836,75
86.93858,82,Female,None,Low,Lagging,0.9487666,0,0,0.9487666,74
87.05711,95,Female,None,Low,Lagging,1.25,0,0,1.25,71
87.05711,62,Female,None,Low,Lagging,0.8237233,0,0,0.8237233,72
87.66976,61,Female,None,High,Lagging,0.8223684,0,0,0.8223684,67
87.66976,60,Female,None,Medium,Lagging,0.8130081,0,0,0.8130081,70
87.66976,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007,68
87.99767,34,Male,WheelChair,Low,Lagging,0.8291873,0,0,0.8291873,70
88.29886,36,Female,None,Low,Lagging,0.7194245,0,0,0.7194245,73
88.29886,78,Male,None,Low,Lagging,0.9345794,0,0,0.9345794,71
88.73553,65,Female,None,Low,Lagging,0.8354219,0,0,0.8354219,71
89.34341,38,Male,None,Medium,Lagging,0.7662836,0,0,0.7662836,72
89.34341,51,Male,None,Medium,Lagging,0.7905138,0,0,0.7905138,72
89.64262,79,Female,None,Medium,Lagging,0.9328358,0,0,0.9328358,70
90.21557,62,Male,None,Low,Lagging,0.8264462,0,0,0.8264462,73
91.75098,95,Male,None,Low,Lagging,1.25,0,0,1.25,72
91.75098,75,Female,None,Low,Lagging,0.9082652,0,0,0.9082652,72
91.87313,67,Male,None,Low,Immediate,0.8474576,0,0,0.8474576,72
92.19189,75,Male,None,High,Lagging,0.9090909,0,0,0.9090909,71
92.31548,77,Male,None,Medium,Lagging,0.9259259,0,0,0.9259259,70
92.50602,48,Male,None,Medium,Lagging,0.7874016,0,0,0.7874016,65
93.12984,66,Male,None,High,Lagging,0.8403361,0,0,0.8403361,68
93.79144,67,Male,None,High,Lagging,0.8474576,0,0,0.8474576,72
94.24828,56,Male,None,Low,Lagging,0.8064516,0,0,0.8064516,71
95.13558,70,Male,None,Low,Lagging,0.8695652,0,0,0.8695652,69
95.73408,56,Male,None,Medium,Lagging,0.8064516,0,0,0.8064516,70
96.64952,27,Female,None,Low,Lagging,0.7072136,0,0,0.7072136,73
96.97901,90,Female,None,Low,Immediate,1.052632,0,0,1.052632,69
97.42442,38,Male,None,Medium,Lagging,0.7662836,0,0,0.7662836,67
97.7381,47,Female,None,Low,Lagging,0.78125,0,0,0.78125,72
98.15072,60,Male,None,Low,Lagging,0.8130081,0,0,0.8130081,73
99.81255,59,Male,None,Medium,Lagging,0.8264462,0,0,0.8264462,73
100.1187,47,Male,WheelChair,Low,Lagging,0.8680556,0,0,0.8680556,71
101.4764,73,Male,None,Low,Lagging,0.8928571,0,0,0.8928571,74
103.3819,55,Male,None,Low,Lagging,0.8,0,0,0.8,71
106.6795,79,Female,None,Low,Lagging,0.9328358,0,0,0.9328358,72
106.8637,66,Male,None,Low,Immediate,0.8403361,0,0,0.8403361,67
107.6797,78,Male,None,Low,Lagging,0.9345794,0,0,0.9345794,72
108.5991,81,Female,None,Low,Lagging,0.9433963,0,0,0.9433963,69
108.7306,63,Female,None,Medium,Lagging,0.8319467,0,0,0.8319467,72
108.9081,68,Female,None,Medium,Lagging,0.8547009,0,0,0.8547009,72
110.4917,85,Male,None,Low,Lagging,1,0,0,1,70
110.656,80,Female,None,Medium,Lagging,0.9372071,0,0,0.9372071,66
111.8587,88,Male,None,Low,Lagging,1.030928,0,0,1.030928,72
111.8587,76,Male,None,Low,Lagging,0.9174312,0,0,0.9174312,70
111.9958,98,Male,None,Medium,Lagging,1.298701,0,0,1.298701,72
112.9174,71,Female,None,Low,Lagging,0.8741258,0,0,0.8741258,68
113.1089,51,Male,None,Low,Lagging,0.7905138,0,0,0.7905138,72
113.8354,49,Female,None,Low,Lagging,0.7905138,0,0,0.7905138,70
116.1143,98,Male,None,Medium,Lagging,1.298701,0,0,1.298701,68
116.4984,76,Male,WheelChair,Low,Lagging,1.019368,0,0,1.019368,68
116.6207,70,Female,None,Low,Immediate,0.8643043,0,0,0.8643043,71
116.8518,62,Female,None,Low,Lagging,0.8237233,0,0,0.8237233,70
116.8518,79,Male,None,Low,Lagging,0.9433963,0,0,0.9433963,74
117.4985,55,Male,None,Low,Lagging,0.8,0,0,0.8,68
117.5896,45,Male,WakingStick,Low,Immediate,0.9049774,0,0,0.9049774,72
120.5974,82,Female,None,Low,Lagging,0.9487666,0,0,0.9487666,69
125.0033,99,Female,None,High,Lagging,1.785714,0,0,1.785714,71
125.4561,94,Male,None,Low,Lagging,1.162791,0,0,1.162791,71
127.8458,94,Male,None,Low,Lagging,1.162791,0,0,1.162791,73
129.8,98,Female,None,Low,Lagging,1.587302,0,0,1.587302,71
133.9744,94,Female,None,Low,Lagging,1.176471,0,0,1.176471,74
142.3948,80,Female,None,Low,Lagging,0.9372071,0,0,0.9372071,71
154.2041,71,Female,WheelChair,Low,Lagging,0.971251,0,0,0.971251,73
172.4029,99,Female,None,Low,Lagging,1.785714,0,0,1.785714,67
