Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Initial Stress,Maximum Stress,Average Stress,Stress on Exit,Number of Peers
32.36051,38,Female,None,Low,Lagging,0.7204611,1.2,0,0.8,65
32.51512,80,Male,None,High,Lagging,0.952381,1.2,0,0.8,63
33.466,41,Female,None,Medium,Immediate,0.761035,1.2,0,1,63
33.466,83,Male,None,Medium,Lagging,0.9803922,1.4,0,1,66
33.73859,87,Male,None,High,Lagging,1.020408,1.2,0,0.8,63
33.82159,31,Female,None,Medium,Lagging,0.7107321,1.2,0,0.8,70
34.2667,68,Female,None,Medium,Immediate,0.8547009,1,0,0.8,65
34.2667,58,Female,None,Medium,Lagging,0.8156607,1.2,0,0.8,70
34.36496,71,Female,None,High,Lagging,0.8741258,1.4,0,0.8,66
35.15535,53,Male,None,High,Lagging,0.8032128,1.2,0,0.8,68
35.41726,24,Male,None,Low,Immediate,0.6944444,1.2,0,1,63
35.41726,47,Female,None,High,Lagging,0.78125,1.2,0,0.8,67
36.00495,36,Female,None,High,Lagging,0.7194245,1.4,0,1,66
36.43342,67,Male,None,Low,Lagging,0.8474576,1.2,0,0.6,61
36.47194,33,Male,None,Medium,Immediate,0.7380074,1,0,0.8,64
37.14048,47,Female,None,Low,Lagging,0.78125,1,0,0.8,64
37.41183,36,Male,None,Low,Lagging,0.7490637,1.2,0,0.8,69
37.95059,74,Male,None,Medium,Lagging,0.9009009,1.2,0,0.8,65
37.98886,51,Male,None,Medium,Lagging,0.7905138,1.2,0,0.8,65
38.27806,91,Female,None,Medium,Lagging,1.086957,1.4,0,1,65
39.09491,81,Female,None,High,Lagging,0.9433963,1.2,0,0.6,68
39.09491,36,Male,None,Low,Lagging,0.7490637,1.2,0,0.6,70
39.36342,36,Female,None,Low,Lagging,0.7194245,1,0,0.8,69
39.70553,61,Female,None,High,Lagging,0.8223684,1.4,0,1,72
39.94556,52,Female,None,High,Lagging,0.7980846,1,0,1,65
40.1672,52,Female,None,High,Lagging,0.7980846,1.2,0,0.8,67
40.22198,55,Female,None,Low,Immediate,0.8,1,0,0.8,66
41.08897,68,Female,None,High,Immediate,0.8547009,1,0,1,67
41.08897,22,Female,None,Low,Lagging,0.7042254,1.4,0,0.8,69
41.08897,34,Male,WheelChair,Low,Lagging,0.8291873,1.2,0,0.8,62
41.51113,85,Female,None,Medium,Lagging,0.9633911,1.2,0,0.8,60
42.11956,44,Male,None,Low,Lagging,0.7782102,1.4,0,1,64
42.1837,26,Female,None,Medium,Lagging,0.7042254,1.2,0,0.8,63
42.1837,70,Male,None,High,Immediate,0.8695652,1.4,0,1.2,68
43.19635,77,Female,None,Medium,Lagging,0.9225093,1,0,0.8,67
43.19635,25,Female,None,High,Lagging,0.7017544,1,0,0.8,66
43.19635,64,Female,None,Medium,Lagging,0.8368201,1.6,0,1.2,64
43.19635,50,Male,None,High,Lagging,0.7843137,1.6,0,1,66
43.57183,34,Female,None,High,Lagging,0.7215007,1.2,0,0.8,63
43.83886,85,Female,None,High,Immediate,0.9633911,1.6,0,1.2,65
44.46164,53,Male,None,Medium,Immediate,0.8032128,1.4,0,1.2,67
44.46164,26,Female,None,Medium,Lagging,0.7042254,1.2,0,0.8,67
45.29341,57,Male,None,High,Lagging,0.8130081,1,0,0.6,64
45.29341,82,Male,None,Medium,Lagging,0.9708738,1.2,0,0.8,69
45.29341,55,Male,None,Low,Immediate,0.8,1,0,0.8,68
45.4352,92,Male,None,Medium,Lagging,1.136364,1.4,0,0.8,65
45.78126,71,Female,None,High,Lagging,0.8741258,1.2,0,1,64
45.78126,93,Male,None,High,Lagging,1.149425,1,0,0.8,69
46.52961,65,Female,None,Medium,Lagging,0.8354219,1.2,0,0.8,67
46.52961,46,Female,None,High,Lagging,0.7794232,1.2,0,1.2,68
47.04517,85,Female,None,High,Immediate,0.9633911,1.4,0,1.2,65
47.04517,72,Female,WakingStick,Low,Lagging,1.039285,1.2,0,0.8,68
47.04517,88,Male,None,High,Lagging,1.030928,1.2,0,1,61
47.04517,41,Male,None,High,Lagging,0.7604563,1.2,0,0.8,68
47.04517,83,Male,None,High,Lagging,0.9803922,1.2,0,0.6,63
47.04517,24,Female,None,High,Lagging,0.7062147,1,0,0.8,70
47.25282,32,Male,None,High,Lagging,0.729927,1.2,0,0.6,68
47.3481,29,Male,None,Medium,Immediate,0.7194245,1.4,0,1.2,64
47.39673,21,Male,None,High,Immediate,0.6734006,1.2,0,1.2,68
47.93423,88,Female,None,High,Immediate,1.01833,1,0,0.8,71
47.93423,56,Male,None,Low,Lagging,0.8064516,1.2,0,0.8,63
48.40894,82,Female,None,Low,Lagging,0.9487666,1.6,0,1.2,66
48.44558,32,Male,None,Medium,Immediate,0.729927,1,0,0.6,66
48.94385,52,Male,None,High,Lagging,0.7968128,1.4,0,0.8,62
48.94385,23,Male,None,High,Lagging,0.6872852,1,0,0.6,65
48.94385,81,Male,None,High,Lagging,0.9615385,1,0,0.6,66
48.94385,25,Male,None,High,Lagging,0.6896551,1.4,0,0.8,67
49.18679,74,Female,None,High,Lagging,0.90009,1.2,0,0.6,70
49.18679,79,Female,None,Medium,Immediate,0.9328358,1,0,0.8,67
49.30999,21,Female,None,Low,Lagging,0.7012623,1.2,0,0.6,66
49.56237,55,Female,None,Medium,Immediate,0.8,1.4,0,1,65
49.71409,23,Female,None,High,Lagging,0.691085,1.4,0,0.8,64
49.75467,29,Female,None,Medium,Immediate,0.7168459,1.2,0,1,67
49.86365,36,Male,None,High,Lagging,0.7490637,1.2,0,0.8,62
49.96132,39,Male,None,Low,Lagging,0.7751938,1.2,0,1.2,65
50.44831,31,Female,None,High,Lagging,0.7107321,1.2,0,0.6,69
50.85221,32,Female,None,High,Lagging,0.7158197,1.2,0,0.6,66
50.85221,57,Male,None,High,Lagging,0.8130081,1,0,0.8,68
50.85221,28,Male,None,Low,Lagging,0.7117438,1,0,0.8,67
51.21415,40,Male,None,Low,Lagging,0.7547169,1.2,0,0.8,66
51.47571,74,Female,None,High,Lagging,0.90009,1.4,0,0.8,67
51.87698,55,Male,None,High,Lagging,0.8,1.2,0,1,64
52.46623,44,Female,None,Low,Lagging,0.7806401,1,0,0.8,67
52.86204,89,Female,None,Low,Immediate,1.02459,1.2,0,0.6,66
52.86204,62,Male,None,Medium,Lagging,0.8264462,1.4,0,0.8,69
53.17363,89,Male,None,Medium,Immediate,1.041667,1.2,0,1,69
53.36137,53,Female,None,Medium,Lagging,0.8038585,1.2,0,0.6,64
53.70684,41,Female,None,Medium,Immediate,0.761035,1.4,0,1.2,67
53.92369,50,Male,None,Low,Lagging,0.7843137,1,0,0.6,67
54.0678,69,Female,None,Medium,Immediate,0.8605852,1,0,0.6,70
54.20628,67,Male,None,High,Lagging,0.8474576,1,0,0.6,70
54.85984,77,Female,None,Low,Lagging,0.9225093,1.2,0,0.8,69
54.85984,65,Female,None,High,Lagging,0.8354219,1,0,0.6,61
54.85984,93,Male,None,Medium,Lagging,1.149425,1.2,0,1,62
55.01917,29,Male,None,Low,Immediate,0.7194245,1.2,0,0.6,69
55.45337,60,Female,None,High,Lagging,0.8130081,1.2,0,0.6,66
55.80316,39,Female,None,Low,Lagging,0.7407407,1.2,0,0.6,64
55.80316,45,Male,None,Low,Lagging,0.7692308,1.2,0,0.6,65
56.14008,50,Female,None,High,Lagging,0.7874016,1,0,0.6,65
56.29016,32,Female,None,Medium,Lagging,0.7158197,1,0,0.8,67
56.43735,90,Female,None,Medium,Lagging,1.052632,1,0,0.8,61
57.03565,62,Female,None,Medium,Lagging,0.8237233,1.2,0,0.6,62
57.1183,45,Male,None,Low,Immediate,0.7692308,1,0,0.6,63
57.21783,78,Male,None,Medium,Immediate,0.9345794,1,0,0.8,65
57.35673,51,Female,None,Low,Immediate,0.7936508,1.2,0,1,66
57.86801,82,Male,None,Medium,Immediate,0.9708738,1.2,0,1.2,65
57.86801,20,Male,None,Low,Immediate,0.6666667,1,0,0.8,69
58.38757,32,Male,None,High,Lagging,0.729927,1,0,1,68
58.77544,58,Female,None,High,Lagging,0.8156607,1.4,0,1,70
58.77544,37,Male,None,High,Lagging,0.7575758,1.2,0,0.8,65
59.14183,43,Female,None,Medium,Lagging,0.7727975,1.2,0,1.2,66
59.14183,87,Female,None,Low,Lagging,1,1.4,0,0.8,66
59.4884,33,Female,None,High,Lagging,0.7204611,1.2,0,1,69
59.88665,41,Female,None,Low,Lagging,0.761035,1.2,0,0.6,67
60.32349,75,Male,None,High,Lagging,0.9090909,1.2,0,0.8,65
60.36493,33,Male,None,Medium,Lagging,0.7380074,1.4,0,1,67
60.9112,39,Male,None,Low,Lagging,0.7751938,1.2,0,1,61
60.9112,61,Female,None,High,Lagging,0.8223684,1.4,0,1,67
61.49657,43,Female,None,Medium,Lagging,0.7727975,1.2,0,0.6,67
61.69866,34,Male,None,Low,Immediate,0.7462686,1.4,0,1,68
61.69866,65,Male,None,Medium,Lagging,0.8333333,1,0,0.8,70
61.69866,70,Male,None,Low,Lagging,0.8695652,1.2,0,1,65
62.76717,48,Female,None,Medium,Immediate,0.7849293,1.2,0,1,64
62.76717,69,Female,WakingStick,High,Lagging,1.012453,1.6,0,1.4,66
62.83769,72,Male,None,Low,Lagging,0.8849558,1.2,0,1,67
62.94071,69,Male,WheelChair,Medium,Lagging,0.9578545,1.4,0,1.2,67
62.94071,40,Male,None,Low,Lagging,0.7547169,1.8,0,1,67
63.63094,27,Male,None,Low,Immediate,0.7042254,1.2,0,1,68
63.63094,65,Female,None,High,Immediate,0.8354219,1,0,0.8,60
63.63094,87,Female,None,High,Lagging,1,1.2,0,1,67
63.63094,68,Female,None,Low,Lagging,0.8547009,1.2,0,0.6,63
63.92617,46,Male,None,High,Lagging,0.7751938,1.2,0,1,65
63.96789,84,Female,None,High,Lagging,0.9587728,1.6,0,1,69
64.13596,79,Female,None,Low,Lagging,0.9328358,1.4,0,1.2,69
64.17827,46,Male,None,Medium,Lagging,0.7751938,1.2,0,0.8,66
64.29286,57,Male,None,High,Lagging,0.8130081,1,0,0.6,65
64.29286,40,Male,None,Medium,Lagging,0.7547169,1.2,0,1.2,67
64.98179,71,Female,None,Medium,Lagging,0.8741258,1.4,0,0.8,67
65.16727,51,Female,None,Low,Lagging,0.7936508,1.4,0,0.8,70
65.76282,22,Female,None,High,Lagging,0.7042254,1.2,0,1.2,66
65.97064,54,Female,None,Medium,Immediate,0.8084074,1.2,0,1.2,67
66.12504,93,Female,None,Low,Lagging,1.149425,1,0,1,61
66.18294,84,Male,None,Low,Lagging,0.990099,1.4,0,1,70
66.29118,54,Female,None,High,Lagging,0.8084074,1.2,0,0.8,68
66.78765,22,Female,None,Medium,Lagging,0.7042254,1.4,0,1.2,65
66.78765,59,Male,None,Low,Lagging,0.8264462,1.2,0,0.8,63
67.26373,46,Male,None,Low,Immediate,0.7751938,1.2,0,1,67
67.55488,73,Male,None,Low,Lagging,0.8928571,1,0,1,66
67.84933,53,Male,None,Medium,Lagging,0.8032128,1.6,0,1,63
68.04781,30,Male,None,Medium,Lagging,0.7142857,1,0,1,69
68.76945,60,Female,None,Low,Lagging,0.8130081,1.2,0,1.2,67
70.71202,92,Male,None,Low,Lagging,1.136364,1.2,0,0.8,68
70.71202,84,Male,None,Medium,Lagging,0.990099,1.2,0,0.8,64
70.85753,88,Male,None,Medium,Lagging,1.030928,1,0,0.6,64
71.27528,51,Female,None,Low,Immediate,0.7936508,1,0,1,61
71.53327,95,Female,None,Low,Immediate,1.25,1,0,0.8,63
71.53327,66,Female,None,Medium,Lagging,0.8403361,1.2,0,1,66
72.04127,73,Male,None,High,Lagging,0.8928571,1.2,0,1,69
72.3514,83,Female,None,Medium,Lagging,0.9541985,1.4,0,0.8,70
72.76419,87,Male,None,Low,Lagging,1.020408,1.4,0,0.6,66
73.12904,46,Male,None,Medium,Lagging,0.7751938,1.6,0,1,69
73.33662,92,Female,None,Medium,Lagging,1.123595,1.4,0,1.2,68
73.44076,41,Female,None,High,Lagging,0.761035,1,0,0.8,65
73.6842,58,Male,None,Low,Lagging,0.8196721,1.2,0,0.8,68
73.89283,62,Male,None,Low,Lagging,0.8264462,1.2,0,1,69
74.09651,63,Female,None,Medium,Lagging,0.8319467,1,0,1,65
74.44975,71,Female,None,High,Lagging,0.8741258,1.2,0,1.2,66
74.73346,49,Female,None,High,Lagging,0.7905138,1.2,0,1,67
75.09457,36,Male,None,Medium,Lagging,0.7490637,1.2,0,0.8,63
75.35696,50,Female,None,Medium,Lagging,0.7874016,1.2,0,0.8,68
75.59969,39,Female,None,Medium,Immediate,0.7407407,1.2,0,0.8,63
75.70028,76,Female,None,High,Lagging,0.9149131,1.2,0,0.6,67
76.00514,28,Female,None,Medium,Lagging,0.7092199,1.2,0,1,68
76.05549,24,Male,None,Medium,Lagging,0.6944444,1.2,0,0.6,65
76.27507,43,Male,None,Low,Lagging,0.7722008,1.2,0,0.6,64
76.63179,97,Female,None,High,Immediate,1.470588,1.2,0,0.8,65
76.63179,35,Male,None,Low,Immediate,0.7407407,1,0,0.6,62
76.63179,92,Male,None,Low,Lagging,1.136364,1,0,0.6,64
76.77319,68,Male,None,High,Lagging,0.8547009,1.2,0,1.2,62
77.27968,41,Female,None,Low,Lagging,0.761035,1.2,0,1,68
78.48096,90,Female,None,Low,Immediate,1.052632,1.6,0,1.4,66
78.48096,86,Female,None,Low,Lagging,0.9803922,1.4,0,1.2,70
78.48096,73,Female,None,Medium,Immediate,0.8912656,1,0,0.6,68
78.48096,31,Female,None,Low,Lagging,0.7107321,1.4,0,0.6,67
78.48096,72,Male,None,High,Lagging,0.8849558,1.2,0,1.2,69
78.95418,40,Female,None,Low,Lagging,0.7621951,1.2,0,0.8,62
78.95418,98,Female,None,Medium,Lagging,1.587302,1.2,0,0.8,69
79.17046,25,Male,None,Medium,Lagging,0.6896551,1,0,0.8,63
79.17046,22,Female,None,Low,Lagging,0.7042254,1.2,0,1,65
79.49586,36,Male,None,Medium,Immediate,0.7490637,1,0,1,66
79.6978,96,Male,None,Medium,Lagging,1.265823,1,0,0.8,65
79.95175,69,Male,None,Medium,Lagging,0.862069,1.4,0,1.4,69
80.66705,39,Male,None,Low,Lagging,0.7751938,1.4,0,1.2,67
80.7485,23,Female,WakingStick,Low,Lagging,0.8130412,1.2,0,0.6,68
80.7999,51,Male,None,Low,Lagging,0.7905138,1,0,0.6,61
80.89259,31,Male,None,High,Lagging,0.7220216,1,0,0.8,66
81.35365,32,Male,None,Medium,Lagging,0.729927,1.2,0,0.8,67
81.97809,62,Female,None,Medium,Lagging,0.8237233,1.2,0,0.8,66
82.04565,78,Female,None,High,Lagging,0.9276438,1,0,0.8,67
82.13737,49,Female,None,High,Lagging,0.7905138,1.2,0,0.8,68
82.38149,99,Male,None,Medium,Lagging,1.315789,1.2,0,1.2,66
82.63745,22,Male,None,Medium,Lagging,0.6802721,1.2,0,0.6,69
82.68588,23,Female,None,Medium,Lagging,0.691085,1.2,0,1.2,63
82.8473,25,Male,None,Low,Lagging,0.6896551,1.2,0,0.8,69
82.94683,27,Female,None,Medium,Lagging,0.7072136,1,0,0.8,70
84.89245,32,Female,WheelChair,Medium,Lagging,0.7953552,1.2,0,0.6,65
85.09615,59,Male,None,Low,Lagging,0.8264462,1,0,1,68
85.41834,91,Female,None,High,Immediate,1.086957,1.2,0,0.8,70
85.46327,69,Female,None,Medium,Lagging,0.8605852,1.2,0,0.6,65
85.81875,60,Female,None,Low,Lagging,0.8130081,1.2,0,1,68
86.02209,85,Male,None,High,Lagging,1,1.2,0,1,71
86.20206,71,Male,None,Low,Immediate,0.877193,1.4,0,1,68
86.41796,98,Female,None,Low,Immediate,1.587302,1.2,0,1.2,66
86.72253,96,Male,None,Medium,Immediate,1.265823,1,0,1,65
87.22699,66,Female,None,Medium,Lagging,0.8403361,1.2,0,0.6,68
87.27798,94,Male,WheelChair,Low,Lagging,1.29199,1.2,0,1,66
88.04234,86,Female,None,Low,Lagging,0.9803922,1,0,1,61
88.81168,86,Male,None,High,Lagging,1.010101,1.4,0,1.4,68
88.85044,65,Female,None,Low,Lagging,0.8354219,1,0,0.8,64
89.00852,90,Male,None,Medium,Lagging,1.111111,1.6,0,1.2,68
89.77115,72,Female,None,High,Lagging,0.8833923,1.2,0,1,66
90.35695,86,Male,None,Low,Lagging,1.010101,1.2,0,0.8,71
90.35695,54,Male,None,Low,Lagging,0.8097166,1.6,0,1.2,69
90.52776,40,Male,None,Low,Lagging,0.7547169,1.4,0,1,67
90.64845,71,Male,None,Low,Immediate,0.877193,1,0,0.8,64
90.7597,77,Male,None,Low,Immediate,0.9259259,1,0,1,62
90.7597,43,Male,None,Low,Lagging,0.7722008,1.6,0,1,65
91.18536,36,Male,None,Low,Lagging,0.7490637,1.2,0,0.8,61
91.43722,67,Male,None,High,Lagging,0.8474576,1,0,0.6,67
91.88776,32,Female,None,Low,Immediate,0.7158197,1,0,0.8,65
92.18646,66,Female,None,Low,Lagging,0.8403361,1.4,0,0.8,66
92.23351,33,Female,None,Low,Lagging,0.7204611,1,0,1,67
92.32002,47,Female,None,Low,Lagging,0.78125,1.2,0,1,69
92.81946,30,Male,WheelChair,High,Lagging,0.7936508,1.4,0,1.2,70
93.08509,96,Female,None,Low,Lagging,1.388889,1,0,0.8,64
94.8987,21,Female,None,Low,Lagging,0.7012623,1.4,0,1.2,59
96.14175,97,Male,None,Low,Lagging,1.282051,1.2,0,0.8,62
96.74176,24,Male,None,Low,Immediate,0.6944444,1,0,1,68
97.04377,92,Male,None,Medium,Immediate,1.136364,1.2,0,0.6,68
97.3636,72,Male,None,Low,Lagging,0.8849558,1.2,0,1,65
98.07803,97,Female,None,Low,Lagging,1.470588,1.2,0,1,65
100.0276,77,Female,None,Medium,Lagging,0.9225093,1,0,0.8,69
100.5922,48,Male,None,Low,Immediate,0.7874016,1.2,0,0.8,68
100.7256,77,Female,None,High,Lagging,0.9225093,1.2,0,0.6,66
101.6832,34,Female,None,Low,Lagging,0.7215007,1.8,0,1,68
101.8845,98,Male,None,Low,Lagging,1.298701,1.4,0,1,65
102.0344,53,Male,None,Low,Lagging,0.8032128,1.2,0,0.6,66
103.6276,87,Female,WheelChair,Medium,Lagging,1.111111,1.6,0,1.4,64
104.1328,27,Female,None,Low,Lagging,0.7072136,1.6,0,1.2,69
104.5778,95,Female,None,Medium,Immediate,1.25,1.2,0,0.8,66
105.2874,96,Male,None,Medium,Lagging,1.265823,1.2,0,1,67
105.5655,92,Male,None,Medium,Lagging,1.136364,1.2,0,0.6,71
106.1176,90,Female,None,Low,Lagging,1.052632,1.2,0,1,65
106.9413,57,Female,None,Low,Lagging,0.8116883,1.4,0,1,67
112.1648,33,Male,None,Low,Lagging,0.7380074,1.4,0,1,65
112.3246,91,Male,None,Low,Lagging,1.123595,1.6,0,1.4,69
113.833,34,Female,None,Low,Lagging,0.7215007,1,0,0.8,63
114.9941,71,Male,None,Low,Lagging,0.877193,1,0,0.8,67
116.3307,80,Female,None,Low,Lagging,0.9372071,1,0,0.8,64
116.5928,49,Female,None,Low,Lagging,0.7905138,1,0,0.6,68
116.7205,32,Female,None,Low,Lagging,0.7158197,1.2,0,1,67
119.5556,91,Male,WheelChair,Medium,Lagging,1.248439,1.2,0,1,65
120.7135,65,Male,None,Low,Lagging,0.8333333,1.2,0,0.8,62
125.3083,60,Female,None,Low,Immediate,0.8130081,1,0,0.8,63
126.9002,78,Male,None,Low,Lagging,0.9345794,1.2,0,1,66
130.3783,75,Male,None,Low,Lagging,0.9090909,1.2,0,0.6,65
131.7325,72,Male,None,Low,Immediate,0.8849558,1.4,0,1.2,68
132.4268,45,Female,None,Low,Lagging,0.7722008,1.2,0,0.6,64
132.4268,34,Male,None,Low,Lagging,0.7462686,1,0,0.6,63
143.1031,89,Male,None,Low,Lagging,1.041667,1.2,0,0.8,65
160.332,83,Female,None,Low,Lagging,0.9541985,1,0,1,69
164.8092,99,Female,None,Medium,Lagging,1.785714,1,0,1,61
172.5468,83,Female,None,Low,Lagging,0.9541985,1.6,0,1.2,62
175.7001,99,Male,None,Low,Lagging,1.315789,1.2,0,0.8,64
177.0018,93,Female,None,Low,Lagging,1.149425,1,0,0.6,67
182.6428,91,Male,None,Low,Lagging,1.123595,1.4,0,1,66
