Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Initial Stress,Maximum Stress,Average Stress,Stress on Exit
106.2013,38,Male,None,Medium,Lagging,0.7662836,0,0,0.7662836
106.5575,32,Female,None,High,Lagging,0.7158197,0,0,0.7158197
106.7647,35,Female,None,Medium,Lagging,0.723589,0,0,0.723589
107.0218,80,Male,None,High,Lagging,0.952381,0,0,0.952381
107.2743,75,Female,None,Low,Lagging,0.9082652,0,0,0.9082652
107.2743,44,Male,None,Medium,Lagging,0.7782102,0,0,0.7782102
107.782,47,Male,None,High,Lagging,0.78125,0,0,0.78125
107.782,68,Female,None,Low,Lagging,0.8547009,0,0,0.8547009
107.782,24,Female,None,Low,Lagging,0.7062147,0,0,0.7062147
108.0197,33,Female,None,Medium,Lagging,0.7204611,0,0,0.7204611
108.2667,25,Male,None,High,Lagging,0.6896551,0,0,0.6896551
108.2667,75,Female,None,High,Lagging,0.9082652,0,0,0.9082652
108.2667,70,Female,None,Low,Lagging,0.8643043,0,0,0.8643043
108.7819,99,Male,None,High,Lagging,1.315789,0,0,1.315789
108.7819,67,Female,None,Medium,Lagging,0.8474576,0,0,0.8474576
109.0119,51,Female,None,High,Lagging,0.7936508,0,0,0.7936508
109.7616,73,Male,None,Low,Lagging,0.8928571,0,0,0.8928571
109.7616,30,Female,None,High,Lagging,0.7117438,0,0,0.7117438
109.7616,73,Female,None,Low,Lagging,0.8912656,0,0,0.8912656
110.0393,56,Male,None,Low,Lagging,0.8064516,0,0,0.8064516
110.0393,85,Female,None,Medium,Lagging,0.9633911,0,0,0.9633911
110.5354,59,Female,None,High,Lagging,0.8223684,0,0,0.8223684
110.5354,49,Female,None,Low,Lagging,0.7905138,0,0,0.7905138
110.5354,36,Female,None,High,Lagging,0.7194245,0,0,0.7194245
110.784,65,Female,None,Low,Lagging,0.8354219,0,0,0.8354219
110.784,64,Male,None,Low,Lagging,0.8403361,0,0,0.8403361
110.784,64,Female,None,High,Lagging,0.8368201,0,0,0.8368201
111.0264,43,Male,None,Medium,Immediate,0.7722008,0,0,0.7722008
111.0264,33,Male,None,Low,Lagging,0.7380074,0,0,0.7380074
111.5063,23,Male,None,Low,Lagging,0.6872852,0,0,0.6872852
111.5063,31,Male,None,Medium,Lagging,0.7220216,0,0,0.7220216
111.7716,82,Female,None,Medium,Lagging,0.9487666,0,0,0.9487666
112.2848,31,Female,None,Medium,Lagging,0.7107321,0,0,0.7107321
112.5325,88,Female,None,High,Lagging,1.01833,0,0,1.01833
112.5325,58,Female,None,High,Lagging,0.8156607,0,0,0.8156607
112.7567,20,Male,None,Medium,Lagging,0.6666667,0,0,0.6666667
113.0362,50,Male,None,Medium,Lagging,0.7843137,0,0,0.7843137
113.5221,40,Male,None,Low,Lagging,0.7547169,0,0,0.7547169
113.5221,52,Female,None,Medium,Lagging,0.7980846,0,0,0.7980846
113.5221,66,Male,None,Medium,Lagging,0.8403361,0,0,0.8403361
113.5221,40,Male,None,Low,Lagging,0.7547169,0,0,0.7547169
113.7747,96,Male,None,Medium,Lagging,1.265823,0,0,1.265823
114.0143,39,Male,None,Low,Lagging,0.7751938,0,0,0.7751938
114.2751,90,Female,None,Low,Lagging,1.052632,0,0,1.052632
114.5091,22,Female,None,High,Lagging,0.7042254,0,0,0.7042254
114.7855,89,Female,None,Low,Lagging,1.02459,0,0,1.02459
114.7855,68,Female,None,Medium,Lagging,0.8547009,0,0,0.8547009
114.7855,30,Male,None,High,Lagging,0.7142857,0,0,0.7142857
115.0102,36,Male,None,Medium,Lagging,0.7490637,0,0,0.7490637
115.2525,52,Female,None,High,Lagging,0.7980846,0,0,0.7980846
115.5152,30,Male,None,Low,Lagging,0.7142857,0,0,0.7142857
115.7708,93,Female,None,High,Lagging,1.149425,0,0,1.149425
115.946,42,Female,None,High,Lagging,0.7639419,0,0,0.7639419
115.946,23,Male,None,Low,Lagging,0.6872852,0,0,0.6872852
116.2691,55,Female,None,Low,Lagging,0.8,0,0,0.8
116.4408,65,Male,None,Low,Lagging,0.8333333,0,0,0.8333333
116.7826,89,Male,None,High,Lagging,1.041667,0,0,1.041667
116.7826,39,Female,None,Low,Lagging,0.7407407,0,0,0.7407407
116.7826,86,Male,None,Medium,Lagging,1.010101,0,0,1.010101
117.2808,44,Female,None,High,Lagging,0.7806401,0,0,0.7806401
117.5327,83,Female,None,Low,Lagging,0.9541985,0,0,0.9541985
117.7816,99,Male,None,Low,Immediate,1.315789,0,0,1.315789
118.0405,55,Male,None,Low,Lagging,0.8,0,0,0.8
118.2674,79,Male,None,Low,Lagging,0.9433963,0,0,0.9433963
118.2674,46,Female,None,Medium,Lagging,0.7794232,0,0,0.7794232
118.5281,84,Male,None,Low,Lagging,0.990099,0,0,0.990099
119.024,96,Male,None,Medium,Lagging,1.265823,0,0,1.265823
119.2818,74,Female,None,Low,Lagging,0.90009,0,0,0.90009
119.2818,58,Male,None,Low,Lagging,0.8196721,0,0,0.8196721
119.5171,83,Female,None,Low,Immediate,0.9541985,0,0,0.9541985
120.0282,86,Male,None,High,Lagging,1.010101,0,0,1.010101
120.2683,60,Female,None,Low,Lagging,0.8130081,0,0,0.8130081
120.5226,74,Female,None,High,Lagging,0.90009,0,0,0.90009
121.0108,21,Female,None,High,Lagging,0.7012623,0,0,0.7012623
121.0108,83,Female,None,High,Immediate,0.9541985,0,0,0.9541985
121.0108,48,Female,None,High,Lagging,0.7849293,0,0,0.7849293
121.2658,20,Female,None,High,Lagging,0.6993007,0,0,0.6993007
121.5213,29,Male,None,High,Lagging,0.7194245,0,0,0.7194245
121.7869,56,Female,None,Low,Lagging,0.8064516,0,0,0.8064516
122.2742,48,Female,None,Low,Lagging,0.7849293,0,0,0.7849293
122.5267,69,Female,None,Low,Lagging,0.8605852,0,0,0.8605852
122.5267,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
122.7749,22,Male,None,Low,Lagging,0.6802721,0,0,0.6802721
122.7749,80,Female,None,Low,Lagging,0.9372071,0,0,0.9372071
122.7749,74,Female,None,High,Lagging,0.90009,0,0,0.90009
123.2548,61,Male,None,High,Lagging,0.8196721,0,0,0.8196721
123.2548,57,Male,None,Low,Lagging,0.8130081,0,0,0.8130081
123.7765,57,Female,None,Low,Lagging,0.8116883,0,0,0.8116883
123.7765,90,Female,None,Low,Lagging,1.052632,0,0,1.052632
124.2648,82,Female,None,Medium,Lagging,0.9487666,0,0,0.9487666
124.5361,97,Female,None,Low,Immediate,1.470588,0,0,1.470588
124.5361,32,Male,None,High,Lagging,0.729927,0,0,0.729927
124.5361,70,Female,None,Medium,Lagging,0.8643043,0,0,0.8643043
125.0334,29,Male,None,Low,Lagging,0.7194245,0,0,0.7194245
125.0334,96,Male,None,Medium,Lagging,1.265823,0,0,1.265823
125.2714,83,Male,None,Low,Lagging,0.9803922,0,0,0.9803922
125.5339,81,Male,None,High,Lagging,0.9615385,0,0,0.9615385
125.7673,31,Male,None,High,Lagging,0.7220216,0,0,0.7220216
126.0239,80,Male,None,Low,Lagging,0.952381,0,0,0.952381
126.2774,53,Female,None,Medium,Lagging,0.8038585,0,0,0.8038585
126.2774,29,Male,None,Medium,Lagging,0.7194245,0,0,0.7194245
126.2774,25,Male,None,Low,Lagging,0.6896551,0,0,0.6896551
126.7539,47,Male,None,High,Lagging,0.78125,0,0,0.78125
127.0157,90,Female,None,Low,Lagging,1.052632,0,0,1.052632
127.2712,36,Male,None,Low,Lagging,0.7490637,0,0,0.7490637
127.2712,63,Female,None,High,Lagging,0.8319467,0,0,0.8319467
127.7633,39,Female,None,High,Lagging,0.7407407,0,0,0.7407407
127.7633,22,Female,None,Low,Lagging,0.7042254,0,0,0.7042254
128.0338,21,Male,None,Low,Lagging,0.6734006,0,0,0.6734006
128.0338,37,Female,None,Low,Lagging,0.7183908,0,0,0.7183908
128.2717,28,Male,None,Low,Lagging,0.7117438,0,0,0.7117438
128.5181,91,Male,None,Low,Lagging,1.123595,0,0,1.123595
128.7847,33,Male,None,High,Lagging,0.7380074,0,0,0.7380074
129.0322,36,Male,None,Low,Lagging,0.7490637,0,0,0.7490637
129.0322,98,Male,None,Medium,Lagging,1.298701,0,0,1.298701
129.2624,43,Female,None,Medium,Lagging,0.7727975,0,0,0.7727975
129.7716,53,Female,None,Low,Lagging,0.8038585,0,0,0.8038585
129.7716,72,Male,None,Medium,Lagging,0.8849558,0,0,0.8849558
130.0137,27,Male,None,Low,Lagging,0.7042254,0,0,0.7042254
130.5264,99,Female,None,High,Lagging,1.785714,0,0,1.785714
130.5264,85,Male,None,High,Lagging,1,0,0,1
130.7837,79,Male,None,Medium,Lagging,0.9433963,0,0,0.9433963
131.0334,44,Male,None,Low,Lagging,0.7782102,0,0,0.7782102
131.5163,26,Male,None,High,Lagging,0.6968641,0,0,0.6968641
131.5163,74,Female,None,High,Immediate,0.90009,0,0,0.90009
131.5163,37,Male,None,Low,Lagging,0.7575758,0,0,0.7575758
132.0179,72,Male,None,Medium,Lagging,0.8849558,0,0,0.8849558
132.0179,39,Male,None,Medium,Lagging,0.7751938,0,0,0.7751938
132.0179,73,Male,None,High,Lagging,0.8928571,0,0,0.8928571
132.2728,70,Male,None,Low,Lagging,0.8695652,0,0,0.8695652
132.2728,57,Female,None,Low,Lagging,0.8116883,0,0,0.8116883
132.7895,43,Male,None,High,Lagging,0.7722008,0,0,0.7722008
133.0135,59,Male,None,Low,Lagging,0.8264462,0,0,0.8264462
133.0135,41,Male,WheelChair,Low,Lagging,0.8449514,0,0,0.8449514
133.0135,63,Male,None,Medium,Lagging,0.8333333,0,0,0.8333333
133.2736,72,Male,None,Low,Lagging,0.8849558,0,0,0.8849558
133.2736,64,Male,None,High,Lagging,0.8403361,0,0,0.8403361
133.7734,28,Male,None,Medium,Lagging,0.7117438,0,0,0.7117438
134.0054,43,Male,None,Low,Lagging,0.7722008,0,0,0.7722008
134.2852,72,Female,None,Low,Lagging,0.8833923,0,0,0.8833923
134.2852,99,Male,None,Medium,Lagging,1.315789,0,0,1.315789
134.5339,88,Male,None,Low,Lagging,1.030928,0,0,1.030928
134.7689,36,Female,WakingStick,High,Lagging,0.8463817,0,0,0.8463817
135.0331,60,Female,None,Low,Immediate,0.8130081,0,0,0.8130081
135.0331,50,Female,None,Low,Lagging,0.7874016,0,0,0.7874016
135.0331,47,Male,None,Low,Lagging,0.78125,0,0,0.78125
135.5202,33,Male,None,Medium,Lagging,0.7380074,0,0,0.7380074
135.5202,96,Male,None,Low,Lagging,1.265823,0,0,1.265823
135.7826,73,Female,None,Low,Lagging,0.8912656,0,0,0.8912656
136.0225,39,Male,None,Low,Lagging,0.7751938,0,0,0.7751938
136.5874,96,Female,None,Medium,Lagging,1.388889,0,0,1.388889
136.5874,58,Female,None,Low,Lagging,0.8156607,0,0,0.8156607
136.5874,28,Male,WheelChair,Low,Lagging,0.7908264,0,0,0.7908264
137.0305,25,Female,None,Low,Lagging,0.7017544,0,0,0.7017544
137.2857,34,Female,None,Low,Lagging,0.7215007,0,0,0.7215007
137.5241,43,Male,None,Low,Lagging,0.7722008,0,0,0.7722008
137.7833,56,Female,None,Low,Lagging,0.8064516,0,0,0.8064516
137.7833,74,Female,None,Low,Lagging,0.90009,0,0,0.90009
138.0277,91,Male,None,Low,Lagging,1.123595,0,0,1.123595
138.2867,41,Female,None,Medium,Lagging,0.761035,0,0,0.761035
138.5176,86,Female,None,Low,Lagging,0.9803922,0,0,0.9803922
139.0125,28,Female,None,Medium,Lagging,0.7092199,0,0,0.7092199
139.5135,99,Female,None,Medium,Lagging,1.785714,0,0,1.785714
139.776,88,Female,None,Medium,Lagging,1.01833,0,0,1.01833
140.2706,49,Male,None,Medium,Lagging,0.7936508,0,0,0.7936508
140.7918,88,Male,None,Low,Lagging,1.030928,0,0,1.030928
141.266,98,Female,None,Medium,Lagging,1.587302,0,0,1.587302
141.5348,40,Male,None,High,Lagging,0.7547169,0,0,0.7547169
141.7838,99,Male,None,Medium,Lagging,1.315789,0,0,1.315789
142.5269,93,Male,None,Low,Lagging,1.149425,0,0,1.149425
143.28,58,Female,None,Low,Lagging,0.8156607,0,0,0.8156607
144.2711,83,Female,None,High,Lagging,0.9541985,0,0,0.9541985
144.5145,62,Male,WheelChair,Low,Lagging,0.9182736,0,0,0.9182736
145.0149,71,Female,None,Low,Lagging,0.8741258,0,0,0.8741258
145.2647,58,Male,None,Medium,Lagging,0.8196721,0,0,0.8196721
145.5191,95,Female,WakingStick,Medium,Lagging,1.470588,0,0,1.470588
145.7842,74,Female,None,Low,Lagging,0.90009,0,0,0.90009
146.2675,62,Female,None,High,Lagging,0.8237233,0,0,0.8237233
146.5251,74,Female,None,Low,Lagging,0.90009,0,0,0.90009
147.0335,32,Male,None,Low,Lagging,0.729927,0,0,0.729927
147.2808,56,Male,None,Low,Lagging,0.8064516,0,0,0.8064516
147.5146,70,Female,WheelChair,Low,Lagging,0.9603381,0,0,0.9603381
147.7724,52,Female,None,Low,Lagging,0.7980846,0,0,0.7980846
148.0338,66,Female,None,Low,Lagging,0.8403361,0,0,0.8403361
148.279,61,Female,None,Low,Lagging,0.8223684,0,0,0.8223684
148.7625,98,Male,None,Low,Lagging,1.298701,0,0,1.298701
148.7625,20,Male,None,Medium,Lagging,0.6666667,0,0,0.6666667
149.5244,25,Male,None,Low,Lagging,0.6896551,0,0,0.6896551
149.5244,79,Female,None,High,Lagging,0.9328358,0,0,0.9328358
149.7689,69,Female,None,Low,Immediate,0.8605852,0,0,0.8605852
150.0386,56,Male,None,Medium,Immediate,0.8064516,0,0,0.8064516
150.2675,46,Female,None,Medium,Lagging,0.7794232,0,0,0.7794232
150.7789,29,Female,None,Low,Lagging,0.7168459,0,0,0.7168459
151.2802,78,Male,None,Low,Lagging,0.9345794,0,0,0.9345794
156.7822,47,Female,None,Low,Lagging,0.78125,0,0,0.78125
157.5336,88,Female,None,Low,Lagging,1.01833,0,0,1.01833
161.0328,92,Female,None,Low,Lagging,1.123595,0,0,1.123595
166.2791,49,Female,None,Low,Lagging,0.7905138,0,0,0.7905138
169.5286,92,Male,None,Low,Lagging,1.136364,0,0,1.136364
172.0391,64,Male,None,Low,Lagging,0.8403361,0,0,0.8403361
173.5348,89,Male,None,Medium,Lagging,1.041667,0,0,1.041667
175.5255,43,Female,None,Low,Lagging,0.7727975,0,0,0.7727975
178.2708,87,Male,None,Low,Lagging,1.020408,0,0,1.020408
180.5131,79,Male,None,Low,Lagging,0.9433963,0,0,0.9433963
183.0149,41,Female,None,Low,Lagging,0.761035,0,0,0.761035
187.0285,98,Male,WheelChair,Low,Lagging,1.443002,0,0,1.443002
187.5368,63,Female,None,Low,Lagging,0.8319467,0,0,0.8319467
190.2847,69,Female,None,Low,Lagging,0.8605852,0,0,0.8605852
287.6956,97,Female,None,Low,Lagging,1.470588,0,0,1.470588
