Time to Evacuate,Age,Gender,Disability,SpatialKnowledge,Observation of Environment,Initial Stress,Maximum Stress,Average Stress,Stress on Exit
63.59943,20,Female,WheelChair,Low,Lagging,0.7770008,0,0,0.7770008
63.83885,20,Male,None,High,Lagging,0.6666667,0,0,0.6666667
63.83885,20,Female,None,High,Lagging,0.6993007,0,0,0.6993007
63.83885,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
64.34098,20,Female,None,High,Lagging,0.6993007,0,0,0.6993007
64.8458,20,Male,WakingStick,Medium,Lagging,0.7843137,0,0,0.7843137
65.34943,20,Male,None,Medium,Lagging,0.6666667,0,0,0.6666667
65.59823,20,Male,WheelChair,Low,Lagging,0.7407407,0,0,0.7407407
65.83891,20,Male,None,High,Lagging,0.6666667,0,0,0.6666667
66.09187,20,Male,None,High,Lagging,0.6666667,0,0,0.6666667
66.09187,20,Male,WheelChair,Medium,Lagging,0.7407407,0,0,0.7407407
66.09187,20,Female,WakingStick,High,Lagging,0.8227067,0,0,0.8227067
66.35026,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
66.5795,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
67.08806,20,Male,WheelChair,Low,Lagging,0.7407407,0,0,0.7407407
67.08806,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
67.33809,20,Male,WheelChair,Low,Immediate,0.7407407,0,0,0.7407407
67.59299,20,Male,None,Low,Lagging,0.6666667,0,0,0.6666667
67.59299,20,Male,None,High,Lagging,0.6666667,0,0,0.6666667
67.59299,20,Female,WheelChair,Low,Lagging,0.7770008,0,0,0.7770008
68.34159,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
68.34159,20,Female,WheelChair,High,Lagging,0.7770008,0,0,0.7770008
68.85118,20,Female,None,High,Lagging,0.6993007,0,0,0.6993007
69.34348,20,Male,None,Medium,Lagging,0.6666667,0,0,0.6666667
69.34348,20,Male,WheelChair,Medium,Lagging,0.7407407,0,0,0.7407407
69.84309,20,Male,None,High,Lagging,0.6666667,0,0,0.6666667
70.08788,20,Male,None,Medium,Lagging,0.6666667,0,0,0.6666667
70.34062,20,Male,None,High,Lagging,0.6666667,0,0,0.6666667
70.59291,20,Male,WakingStick,Low,Lagging,0.7843137,0,0,0.7843137
71.08215,20,Male,WakingStick,Low,Lagging,0.7843137,0,0,0.7843137
71.34972,20,Female,WheelChair,Medium,Immediate,0.7770008,0,0,0.7770008
71.83287,20,Male,WheelChair,Low,Lagging,0.7407407,0,0,0.7407407
72.10019,20,Female,None,High,Lagging,0.6993007,0,0,0.6993007
72.34921,20,Female,WheelChair,Low,Lagging,0.7770008,0,0,0.7770008
72.34921,20,Female,None,High,Lagging,0.6993007,0,0,0.6993007
72.34921,20,Male,None,Medium,Lagging,0.6666667,0,0,0.6666667
73.0894,20,Female,None,High,Lagging,0.6993007,0,0,0.6993007
73.0894,20,Male,None,Medium,Lagging,0.6666667,0,0,0.6666667
73.3548,20,Male,None,Low,Lagging,0.6666667,0,0,0.6666667
74.09324,20,Male,WheelChair,High,Lagging,0.7407407,0,0,0.7407407
74.09324,20,Female,WakingStick,Low,Lagging,0.8227067,0,0,0.8227067
75.10036,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
75.10036,20,Female,WakingStick,Low,Lagging,0.8227067,0,0,0.8227067
75.57653,20,Male,None,Low,Lagging,0.6666667,0,0,0.6666667
75.83537,20,Male,WheelChair,Medium,Lagging,0.7407407,0,0,0.7407407
75.83537,20,Male,WheelChair,High,Lagging,0.7407407,0,0,0.7407407
76.33165,20,Male,WheelChair,High,Lagging,0.7407407,0,0,0.7407407
76.59583,20,Male,WakingStick,Low,Lagging,0.7843137,0,0,0.7843137
76.85626,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
77.09211,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
77.58093,20,Female,None,Medium,Immediate,0.6993007,0,0,0.6993007
78.10014,20,Male,None,Low,Lagging,0.6666667,0,0,0.6666667
78.10014,20,Male,None,Low,Lagging,0.6666667,0,0,0.6666667
80.09124,20,Male,WheelChair,Medium,Lagging,0.7407407,0,0,0.7407407
80.35471,20,Female,WheelChair,Low,Lagging,0.7770008,0,0,0.7770008
80.35471,20,Male,None,Low,Lagging,0.6666667,0,0,0.6666667
80.35471,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
80.6029,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
80.83831,20,Female,None,High,Lagging,0.6993007,0,0,0.6993007
80.83831,20,Female,None,Medium,Lagging,0.6993007,0,0,0.6993007
80.83831,20,Female,WakingStick,Low,Immediate,0.8227067,0,0,0.8227067
81.59126,20,Female,WheelChair,Low,Lagging,0.7770008,0,0,0.7770008
82.3475,20,Male,None,Medium,Lagging,0.6666667,0,0,0.6666667
82.3475,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
83.09603,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
83.602,20,Female,None,Medium,Lagging,0.6993007,0,0,0.6993007
84.09755,20,Male,WakingStick,Low,Lagging,0.7843137,0,0,0.7843137
84.3381,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
84.58601,20,Male,WakingStick,High,Lagging,0.7843137,0,0,0.7843137
86.09456,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
86.60033,20,Female,WheelChair,Low,Lagging,0.7770008,0,0,0.7770008
86.60033,20,Male,WheelChair,Low,Lagging,0.7407407,0,0,0.7407407
86.60033,20,Female,WakingStick,High,Lagging,0.8227067,0,0,0.8227067
86.8458,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
87.34804,20,Female,WakingStick,Medium,Lagging,0.8227067,0,0,0.8227067
87.34804,20,Male,WheelChair,Low,Lagging,0.7407407,0,0,0.7407407
88.58051,20,Female,None,Medium,Lagging,0.6993007,0,0,0.6993007
88.58051,20,Female,WheelChair,Low,Lagging,0.7770008,0,0,0.7770008
88.85741,20,Male,WakingStick,Low,Lagging,0.7843137,0,0,0.7843137
89.59208,20,Male,None,Low,Lagging,0.6666667,0,0,0.6666667
91.59844,20,Male,WakingStick,Low,Lagging,0.7843137,0,0,0.7843137
92.85267,20,Male,None,Low,Lagging,0.6666667,0,0,0.6666667
95.84356,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
96.84941,20,Male,WakingStick,High,Lagging,0.7843137,0,0,0.7843137
96.84941,20,Male,None,Low,Lagging,0.6666667,0,0,0.6666667
99.85394,20,Female,WheelChair,Medium,Lagging,0.7770008,0,0,0.7770008
100.3489,20,Male,WheelChair,Low,Lagging,0.7407407,0,0,0.7407407
110.0865,20,Male,WakingStick,Low,Lagging,0.7843137,0,0,0.7843137
111.1009,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
111.5816,20,Female,WakingStick,Low,Lagging,0.8227067,0,0,0.8227067
121.5936,20,Female,None,Low,Lagging,0.6993007,0,0,0.6993007
121.5936,20,Female,WakingStick,Low,Lagging,0.8227067,0,0,0.8227067
128.8419,20,Female,WakingStick,Low,Lagging,0.8227067,0,0,0.8227067
136.3337,20,Female,WheelChair,Low,Lagging,0.7770008,0,0,0.7770008
